# from https://api.keyman.com/search/2.0/
# accessed 2026-03-23
ID	Name	Lang codes	Input Script ISO	Output Script ISO	Downloads	Total Downloads	Platform Support
keyman_basic_kbdsl1	Slovak (QWERTY) Basic	sk	Latn	Latn	11	1329	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdsmsfi	Sami Extended Finland-Sweden Basic	se,sma	Latn	Latn	28	1122	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdsmsno	Sami Extended Norway Basic	se	Latn	Latn	15	879	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdsn1	Sinhala Basic	si	Sinh	Sinh	104	15003	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdsora	Sora Basic	srb	Sora	Sora	103	5210	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdsorex	Sorbian Extended Basic	hsb	Latn	Latn	41	716	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdsors1	Sorbian Standard Basic	hsb	Latn	Latn	25	888	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdsp	Spanish Basic	es	Latn	Latn	43	1725	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdsw	Swedish Basic	sv	Latn	Latn	81	1728	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdsw09	Sinhala - Wij 9 Basic	si	Sinh	Sinh	302	11935	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdsyr1	Syriac Basic	cld,syc	Syrc	Syrc	64	1232	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdsyr2	Syriac Phonetic Basic	cld			25	1219	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdtaile	Tai Le Basic	blr,shn,tdd	Latn	Latn	45	2174	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdtajik	Tajik Basic	tg	Cyrl	Cyrl	36	1323	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdtam99	Tamil 99 Basic	ta	Taml	Taml	93	6004	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdth0	Thai Kedmanee Basic	th	Thai	Thai	143	4424	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdth1	Thai Pattachote Basic	th	Thai	Thai	38	1434	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdth2	Thai Kedmanee (non-ShiftLock) Basic	th	Thai	Thai	36	1816	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdth3	Thai Pattachote (non-ShiftLock) Basic	th	Thai	Thai	20	964	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdtifi	Tifinagh (Basic) Basic	tzm	Latn	Latn	34	664	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdtifi2	Tifinagh (Full) Basic	tzm,thz,tda,thv,kab,mzb,shi,shy,rif,tmh,zen,zgh	Latn	Latn	85	2559	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdtiprd	Tibetan (PRC) - Updated Basic	bo	Tibt	Tibt	45	1775	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdtt102	Tatar Basic	tt	Cyrl	Cyrl	33	1031	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdtuf	Turkish F Basic	tr	Latn	Latn	42	1200	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdtuq	Turkish Q Basic	tr	Latn	Latn	60	3531	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdturme	Turkmen Basic	tk	Latn	Latn	33	935	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdtzm	Central Atlas Tamazight Basic	tzm	Latn	Latn	26	1175	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdughr1	Uyghur Basic	ug	Arab	Arab	47	1068	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbduk	United Kingdom Basic	en	Latn	Latn	9	1373	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdukx	United Kingdom Extended Basic	cy	Latn	Latn	71	1429	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdur	Ukrainian Basic	uk	Cyrl	Cyrl	34	1146	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdur1	Ukrainian (Enhanced) Basic	uk	Cyrl	Cyrl	28	1077	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdurdu	Urdu Basic	ur,hno,hnd	Arab	Arab	394	6920	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdus	US Basic	en,bg,id,io,ia,zlm,ms,bi,gil,ht,mwl,blc,roo,so,sw,tl,ty,to,uli,uz,yap	Latn	Latn	337	6617	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdusa	US English Table for IBM Arabic 238_L Basic	en	Latn	Latn	26	1431	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdusl	United States-Dvorak for left hand Basic	en	Latn	Latn	30	949	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdusr	United States-Dvorak for right hand Basic	en	Latn	Latn	25	939	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdusx	United States-International Basic	en	Latn	Latn	59	2704	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbduzb	Uzbek Cyrillic Basic	uzn			37	1699	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdvntc	Vietnamese Basic	vi	Latn	Latn	20	1141	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdwol	Wolof Basic	wo	Latn	Latn	26	615	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdyak	Sakha Basic	sah	Cyrl	Cyrl	66	1297	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdyba	Yoruba Basic	yo	Latn	Latn	60	3183	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdycc	Serbian (Cyrillic) Basic	sr	Cyrl	Cyrl	149	9639	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_basic_kbdycl	Serbian (Latin) Basic	sr	Cyrl	Cyrl	50	4529	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_bassa_vah	Bassa Vah	bsq	Latn	Latn	19	827	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_batak	Batak	bbc,btd,btm,bts,btx,akb	Latn	Latn	62	2353	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_baybayin	Baybayin	tl,ilo,fil	Latn	Latn	145	3455	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_behdini_arab	Behdini AR	kmr,ku,ku,ckb	Latn	Latn	54	1255	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_belgian_typewriter	Belgian (Typewriter)	fr	Latn	Latn	19	699	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_beria_erfe_phonetic	Beria Erfe Phonetic	zag	Latn	Latn	95	2321	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_bhaiksuki_inscript	Bhaiksuki Inscript	sa	Deva	Deva	49	656	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_bidayuh	BidBiatahBS	bth	Latn	Latn	98	1301	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_bj_cree_east	BJCreeUNI (east)	crl,crj	Cans	Cans	158	10726	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_bj_cree_east_james_bay	CreeBoard	crj,cr	Cans	Cans	109	3804	desktopWeb,linux,macos,windows
keyman_bj_cree_east_latn	Hâts (east)	crl	Cans	Cans	36	773	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_bj_cree_west_latn	SRO (west)	crk	Cans	Cans	20	1031	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_bj_cree_woods	Western Cree (TH-Woods)	cr	Cans	Cans	43	972	desktopWeb,linux,macos,windows
keyman_bj_innu	Innu	moe	Latn	Latn	24	615	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_bj_innu_phonemic	Innu (Phonemic)	moe	Latn	Latn	13	983	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_bj_mista_wasaha_cree	Swampy Cree (Tataskweyak)	csw	Cans	Cans	84	1336	desktopWeb,linux,macos,windows
keyman_bj_naskapi_classic	Naskapi (Classic)	nsk	Cans	Cans	40	769	desktopWeb,linux,macos,windows
keyman_bj_naskapi_common	Naskapi (Common)	nsk	Cans	Cans	92	2189	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_bj_oji_cree	BJ-OjiCree (Kingfisher)	ojs	Cans	Cans	78	2470	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_blackfoot_syllabics_u	Blackfoot Syllabics	alq,bla	Latn	Latn	54	765	windows,macos
keyman_bod	Bod	bo	Tibt	Tibt	75	1108	desktopWeb,ios,android
keyman_bod_transliterating	Bod Transliterating	bo	Tibt	Tibt	43	918	desktopWeb,ios,android
keyman_br_nativo	Portuguese (Brazilian) Dvorak	pt	Latn	Latn	105	1448	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_brahmi_inscript	Brahmi Inscript	sa	Deva	Deva	72	1731	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_breton_chwerty	Breton chwerty	br	Latn	Latn	63	780	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_btl_kenya	Kenya (BTL)	orc,spy,enb,pko,rel,pkb,nyf,thk	Latn	Latn	39	1476	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_bu_phonetic	BU Phonetic	fr,de,und,es	Latn	Latn	82	4024	linux,macos,windows
keyman_budukh	Budukh	bdk	Latn	Latn	13	597	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_buhid	Buhid	tl	Latn	Latn	23	1228	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_bukawa	Bukawa	buk	Latn	Latn	37	1121	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_burushaski_girminas	Burushaski Girminas	bsk	Arab	Arab	50	2191	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_burushaski_girminas_perso_arabic	Burushaski Girminas (بروشسکی)	bsk	Arab	Arab	53	1897	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_cabecar	Cabecar	cjp	Latn	Latn	36	1414	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_camoes	Camoes (Portugal)	pt	Latn	Latn	94	1159	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_cantonese_telex	cantonese telex	yue	Hant	Hant	79	1240	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_carambolfulbhe	Carambolfulbhe	ff,fuf	Latn	Latn	66	186	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_carian	Carian	xcr	Cari	Cari	80	1675	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_caucasian_albanian	Caucasian Albanian	xag,lez,udi	Aghb	Aghb	40	850	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_cayuga_u	Cayuga Unicode	cay,lre	Latn	Latn	86	1304	windows,macos
keyman_chalchiteko	Chalchiteko	agu	Latn	Latn	25	437	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_cham_latin	Cham (Latin)	cjm	Cham	Cham	12	430	desktopWeb,linux,macos,windows
keyman_chechen_latin	Chechen Latin	ce	Cyrl	Cyrl	64	5682	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_cherokee6	Cherokee Unicode	chr	Cher	Cher	157	3333	windows,macos
keyman_cherokee-nation-unicode	Cherokee Nation Unicode	chr	Cher	Cher	4	429	windows,macos
keyman_chinese	Pinyin Mandarin	cmn			5	288	desktopWeb
keyman_chinuk_wawa	chinuk_wawa	chn	Latn	Latn	35	2366	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_choctaw_modern	Choctaw Modern	cho	Latn	Latn	65	975	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_chorasmian	Chorasmian	xco	Chrs	Chrs	15	605	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_chuvash	Chuvash	cv	Cyrl	Cyrl	47	47	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_cim	Cook Islands Māori	rar,rar	Latn	Latn	15	999	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_clavbur9	Clavier du Burkina	bm,bbo,beh,bfo,bib,bmq,bof,box,bwj,bwq,bwy,bxl,cme,dgd,dgs,dje,djm,dnn,dtm,dts,dya,dyu,fuh,fuv,gna,gux,ha,hmb,jow,mos,pug,taq,xsm	Latn	Latn	466	8640	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_colchis_latin	Colchis Latin	xmf,lzz	Geor	Geor	45	1928	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_colchis_phonetic	Colchian Phonetic	xmf,lzz	Geor	Geor	26	1435	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_common_devanagari	Common Devanagari	hi	Deva	Deva	28	1889	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_comox	Klahoose	coo	Latn	Latn	117	516	desktopWeb,ios,android
keyman_coptic_greek	Coptic (Greek)	cop	Copt	Copt	187	4802	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_coptic_qwerty	Coptic (Qwerty)	cop	Copt	Copt	135	5008	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_cs_pinyin	Simplified Chinese	zh	Hans	Hans	327	4509	windows
keyman_cymraeg_fodern	Cymraeg Fodern	cy	Latn	Latn	43	414	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_cypriot	Cypriot syllabary	ecy,grc	Cprt	Cprt	24	875	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_cypro_minoan	Cypro-Minoan	und	Latn	Latn	10	1096	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_dagaare	Dagaare	dga	Latn	Latn	27	347	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_dagbani	Dagbani	dag	Latn	Latn	70	1378	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_dakota_smsc	SMSC Dakota	dak	Latn	Latn	33	760	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_dazaga_gourane_karra	Dazaga Gourane Karra	dzg	Latn	Latn	139	6771	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_dega	Dega	rad,kpm,cmo,jra,bdq	Latn	Latn	879	15652	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_dene	Dene	dgr,chp,scs,xsl,gwi	Latn	Latn	82	2444	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_dene_a	Dene A	chp,scs	Latn	Latn	139	1001	windows,desktopWeb,ios,android,macos
keyman_dene_c	Dene C	chp,scs	Latn	Latn	70	516	windows,desktopWeb,ios,android,macos
keyman_deseret	Deseret	en,hop	Latn	Latn	73	3563	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_devanagari_kagapa_phonetic	Devanagari KaGaPa Phonetic	hi,mr,sa	Deva	Deva	68	696	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_devu-mikes	DevU-Mike's	bgc,hi,mr,pa,sa	Deva	Deva	60	1377	windows,macos
keyman_dine_bizaad	Diné Bizaad	nv	Latn	Latn	49	961	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_dives_akuru_inscript	Dives Akuru Inscript	dv	Thaa	Thaa	19	759	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_dogra_inscript	Dogra Inscript	doi	Deva	Deva	24	695	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_dubeolsik_phonetic	Dubeolsik Phonetic	ko	Kore	Kore	23	15703	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_dvsp	Spanish Dvorak	es	Latn	Latn	27	1389	windows,macos
keyman_dzardzongke	Dzardzongke	tbq			5	165	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_east_syriac_qwerty	East Syriac (Qwerty)	aii,cld,syr,syc,kqd,syn,hrt	Syrc	Syrc	119	330	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_eastern_cham	Cham script (Eastern)	cjm	Cham	Cham	34	900	desktopWeb,linux,macos,windows
keyman_easy_arabic	Easy Arabic	ar	Arab	Arab	65	897	desktopWeb,linux,macos,windows
keyman_easy_chakma	Easy Chakma	ccp	Cakm	Cakm	95	7277	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_ekwtamil99uni	Thamizha Tamil99	ta	Taml	Taml	2562	205050	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_el_dari_clra	Dari (CLRA)	prs,pes,fa	Arab	Arab	56	1189	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_el_dinka	Thuɔŋjäŋ	din,dip,diw,dib,dks,dik	Latn	Latn	269	17514	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_el_harari_latin	Harari (Lâtîn harfi)	har	Ethi	Ethi	47	1279	desktopWeb,linux,macos,windows
keyman_el_naija	Naija NFD	abn,bky,bwr,deg,igb,bin,efi,eka,ekp,elm,enn,ish,gbr,aaa,gkn,gde,ha,idu,ife,igl,ig,ige,ijs,ikw,its,iso,eza,iqw,izz,gmz,ijc,kaj,hig,knc,ogo,okr,bcs,yaz,mrt,nup,ann,odu,ogc,ogb,fuc,tan,ttr,tiv,kcg,urh,ets,yo	Latn	Latn	829	7886	linux,macos,windows
keyman_el_nuer	Nuer	nus	Latn	Latn	244	16570	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_el_osmanya	Osmanya	so	Latn	Latn	12	681	desktopWeb,linux,macos,windows
keyman_el_pan_sahelian	pan-Sahelian	fub	Arab	Arab	36	846	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_el_pasifika	Pasifika	mi,rar,fj,haw,niu,sm,ty,to	Latn	Latn	103	2130	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_el_yolngu	Yolngu	dax,dhg,dwy,dwu,djr,dji,djb,gnn,guf,jay,rit	Latn	Latn	228	3422	linux,macos,windows
keyman_elbasan	Elbasan	sq,als	Latn	Latn	25	994	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_elfdalian	Övdalsk	ovd	Latn	Latn	33	1099	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_elymaic	Elymaic	tmr,arc,oar	Syrc	Syrc	85	1018	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_embera_north	embera_north	emp	Latn	Latn	44	1269	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_enga	Enga	enq	Latn	Latn	20	577	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_enggano	Enggano	eno	Latn	Latn	18	721	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_english_shavian_igc	Shaw Imperial	en	Latn	Latn	46	6921	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_english_shavian_jafl	Shaw JAFL	en	Latn	Latn	139	1524	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_english_shavian_qwerty	Shaw QWERTY	en	Latn	Latn	88	7787	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_engram_en	Engram_en	en	Latn	Latn	87	510	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_eo_plus	Esperanto Plus	eo	Latn	Latn	44	1218	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_esperanto	Esperanto AltGr	eo	Latn	Latn	26	927	windows
keyman_esperanto_sava_eujao	EUJMO	eo	Latn	Latn	13	787	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_esperantohx	Esperanto	eo	Latn	Latn	25	1468	windows,macos
keyman_esperuni	Esperanto Cx	eo	Latn	Latn	29	1095	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_ewe	ewe	ee	Latn	Latn	123	1843	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_farsi_phonetic	Farsi Phonetic	fa,pes,glk,mzn,smy,luz,lrc,fa	Arab	Arab	66	66	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_farsi_unicode	Farsi Unicode	pes			163	4605	windows,macos
keyman_farsiman	farsiman	fa	Arab	Arab	81	2016	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_finongan	Finongan	fag	Latn	Latn	7	480	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_foochow	foochow	cdo	Hans	Hans	17	648	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_formosa	Formosa	zh	Hans	Hans	34	1064	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_french_zhjay	French (ZHJAY)	fr	Latn	Latn	39	920	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fulfulde_ajami_qwerty	Fulfulde Ajami (QWERTY)	fub,fuv,ff,fuh,ffm,fuf	Latn	Latn	66	1205	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fulfulde_borgu_ajami_azerty	Borgu Fulfulde Ajami (Azerty)	fue	Latn	Latn	45	470	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fulfulde_borgu_ajami_qwerty	Borgu Fulfulde Ajami (QWERTY)	fue	Latn	Latn	21	306	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fulfulde_latin_qwerty	Fulfulde Latin (QWERTY)	fub,fuv,ff,fuh,ffm,fuf	Latn	Latn	115	1573	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_all	First Voices Package	alq,oj,atj,pjt,bla,pot,cr,caf,dak,bea,kkz,chp,den,chp,lut,nuk,nv,ike,git,cay,gwi,hei,has,hur,haa,hax,moe,ikt,sto,moh,scs,coo,kut,sek,kwk,kwk,lkt,str,umu,mi,mic,crm,asb,nsk,tcb,tau,clm,ncg,thp,crl,ttm,oka,nuk,blc,ojb,one,ono,see,crk,scs,shs,ojs,tsi,sec,tus,pqm,squ,tsi,caf,tce,lil,lil,csw,tgx,tht,dgr,tli,sek,clc,srs,wya,abe,ike,en,fr	Latn	Latn	1378	11319	windows,macos,linux,desktopWeb,ios,android
keyman_fv_anicinapemi8in	Anicinapemi8in/Anishinàbemiwin	alq	Latn	Latn	25	671	mobileWeb,desktopWeb,android,ios
keyman_fv_anishinaabemowin	Anishinaabemowin - Anihšināpēmowin	oj	Cans	Cans	66	1551	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_atikamekw	Atikamekw	atj	Latn	Latn	41	639	mobileWeb,desktopWeb,android,ios
keyman_fv_australian	Australian	dhg,dwu,piu,pjt	Latn	Latn	47	1168	mobileWeb,desktopWeb,android,ios
keyman_fv_blackfoot	Blackfoot	bla	Latn	Latn	13	665	mobileWeb,desktopWeb,android,ios
keyman_fv_bodewadminwen	Bodéwadminwen-Nishnabémwen	pot	Latn	Latn	21	540	mobileWeb,desktopWeb,android,ios
keyman_fv_cree_latin	Cree - Roman Orthography	cr	Cans	Cans	105	1853	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_dakelh	Dakelh	caf	Latn	Latn	44	1986	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_dakota_mb	Dakota	dak	Latn	Latn	9	1361	mobileWeb,desktopWeb,android,ios
keyman_fv_dakota_sk	Dakot̄a	dak	Latn	Latn	10	647	mobileWeb,desktopWeb,android,ios
keyman_fv_dane_zaa_zaage	Dane-Z̲aa Z̲áágéʔ	bea	Latn	Latn	21	1017	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_dene_dzage	Danezāgéʼ	kkz	Latn	Latn	29	904	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_dene_mb	Dene MB	chp	Latn	Latn	87	777	mobileWeb,desktopWeb,android,ios
keyman_fv_dene_nt	Dene NT	chp	Latn	Latn	8	489	mobileWeb,desktopWeb,android,ios
keyman_fv_dene_zhatie	Dene Zhatıé	den	Latn	Latn	40	1062	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_denesuline	Dënesųłıné	chp	Latn	Latn	30	848	mobileWeb,desktopWeb,android,ios
keyman_fv_denesuline_epsilon	Dɛnɛsųłįnɛ	chp	Latn	Latn	34	1366	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_dexwlesucid	Dəxʷləšucid	lut	Latn	Latn	26	731	mobileWeb,desktopWeb,android,ios
keyman_fv_diitiidatx	Diidiitidq	dtd,nuk	Latn	Latn	64	1876	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_dine_bizaad	Diné Bizaad	nv	Latn	Latn	22	1437	mobileWeb,desktopWeb,android,ios
keyman_fv_eastern_canadian_inuktitut	Eastern Canadian Inuktitut	ike			50	2408	mobileWeb,desktopWeb,android,ios
keyman_fv_gitsenimx	Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱	git	Latn	Latn	88	2432	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_goyogohono	Goyogo̱hó:nǫ'	cay	Latn	Latn	41	656	mobileWeb,desktopWeb,android,ios
keyman_fv_gwichin	Gwich'in	gwi	Latn	Latn	71	1300	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_hailzaqvla	Haíɫzaqvḷa	hei	Latn	Latn	74	1701	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_haisla	Haisla	has	Latn	Latn	44	1537	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_halqemeylem	Halq’eméylem	hur	Latn	Latn	43	1961	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_han	Hän	haa	Latn	Latn	33	1028	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_henqeminem	hǝn̓q̓ǝmin̓ǝm̓	hur	Latn	Latn	65	3318	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_hlgaagilda_xaayda_kil	X̱aayda-X̱aad Kil	hax	Latn	Latn	80	2063	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_hulquminum	Hul’q’umi’num’	hur	Latn	Latn	19	802	mobileWeb,desktopWeb,android,ios
keyman_fv_hulquminum_combine	Hul̓q̓umin̓um̓	hur	Latn	Latn	23	804	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_ilnu_innu_aimun	Ilnu-Innu Aimun	moe	Latn	Latn	23	572	mobileWeb,desktopWeb,android,ios
keyman_fv_inuvialuktun	Inuvialuktun	ikt	Latn	Latn	19	740	mobileWeb,desktopWeb,android,ios
keyman_fv_isga_iabi	Isga Iʔabi	sto	Latn	Latn	44	859	mobileWeb,desktopWeb,android,ios
keyman_fv_kanienkeha_e	Kanien’kéha	moh	Latn	Latn	30	1523	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_kashogotine_yati	K'áshogot'ı̨nę́ Yatı̨́	scs	Latn	Latn	52	1097	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_klahoose	Éy7á7juuthem	coo	Latn	Latn	67	1680	windows,macos,linux,desktopWeb,ios,android,mobileWeb
