# from https://api.keyman.com/search/2.0/
# accessed 2026-03-23
ID	Name	Lang codes	Input Script ISO	Output Script ISO	Downloads	Total Downloads	Platform Support
keyman_fv_ktunaxa	Ktunaxa	kut	Latn	Latn	122	2527	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_kwadacha_tsekene	Kwadacha Tsek’ene	sek	Latn	Latn	40	835	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_kwakwala	Kwak'wala U'mista	kwk	Latn	Latn	133	5122	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_kwakwala_liqwala	Kwakwala-Liqwala	kwk	Latn	Latn	91	2418	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_lakota	Lak̇ot̄a	lkt	Latn	Latn	34	884	mobileWeb,desktopWeb,android,ios
keyman_fv_lekwungen	Lekwungen (Lək̓ʷəŋən)	str	Latn	Latn	35	636	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_lunaapeewi_huluniixsuwaakan	Lunáapeewi-hulŭniixsuwáakan	umu			16	514	mobileWeb,desktopWeb,android,ios
keyman_fv_maori	Māori	mi	Latn	Latn	18	817	mobileWeb,desktopWeb,android,ios
keyman_fv_migmaq	Mi’gmaq	mic	Latn	Latn	51	1227	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_moose_cree	ᐃᓕᓖᒧᐎᓐ (Moose Cree)	crm	Cans	Cans	39	1213	mobileWeb,desktopWeb,android,ios
keyman_fv_nakoda	Nakoda	asb	Latn	Latn	33	758	mobileWeb,desktopWeb,android,ios
keyman_fv_naskapi	ᓇᔅᑲᐱ	nsk	Cans	Cans	20	773	mobileWeb,desktopWeb,android,ios
keyman_fv_natwits	Nedut’en-Witsuwit'en	bcr,caf	Latn	Latn	48	1362	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_neeaandeg	Nee'aanděg'	tcb	Latn	Latn	20	568	mobileWeb,desktopWeb,android,ios
keyman_fv_neeaaneegn	Nee'aaneegn'	tau	Latn	Latn	12	443	mobileWeb,desktopWeb,android,ios
keyman_fv_nexwslayemucen	Nəxʷsƛ̓ay̓əmúcən	clm	Latn	Latn	65	1119	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_nisgaa	Nisg̱a'a	ncg	Latn	Latn	71	4263	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_nlakapamuxcheen	nlakapamuxcheen	thp	Latn	Latn	46	787	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_nlekepmxcin	Nɬeʔkepmxcín	thp	Latn	Latn	89	2980	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_nlha7kapmxtsin	Nlha7kapmxtsin	thp	Latn	Latn	37	827	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_northern_east_cree	ᐄᔨᔫ-ᐄᓅ ᐊᔨᒨᓐ (Northern East Cree)	crl	Cans	Cans	15	1276	mobileWeb,desktopWeb,android,ios
keyman_fv_northern_tutchone	Northern Tutchone	ttm	Latn	Latn	60	683	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_nsilxcen	Nsyilxcən	oka	Latn	Latn	74	3844	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_nuucaanul	Nuu-chah-nulth	dtd,nuk	Latn	Latn	144	5719	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_nuxalk	Nuxalk	blc	Latn	Latn	56	1012	mobileWeb,desktopWeb,android,ios
keyman_fv_ojibwa	ᐊᓂᔑᓇᐯᒧᐎᓐ (Ojibwa, a-finals, left w-dot)	ojb	Latn	Latn	95	1148	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_ojibwa_ifinal	ᐊᓂᔑᓇᐯᒧᐎᣙ (Ojibwa, i-finals, left w-dot)	oj	Cans	Cans	75	896	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_ojibwa_ifinal_rdot	ᐊᓂᔑᓇᐯᒧᐏᣙ (Ojibwa, i-finals, right w-dot)	oj	Cans	Cans	66	797	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_ojibwa_rdot	ᐁᓂᔑᓇᐯᒧᐏᓐ (Ojibwa, a-finals, right w-dot)	oj	Cans	Cans	46	657	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_onayotaaka	Onʌyota'a:ka	one	Latn	Latn	20	780	mobileWeb,desktopWeb,android,ios
keyman_fv_onodagega_onondagega	Onǫda'géga'-Onoñda'géga'	ono	Latn	Latn	18	644	mobileWeb,desktopWeb,android,ios
keyman_fv_onodowaga	Onödowága	see	Latn	Latn	14	457	mobileWeb,desktopWeb,android,ios
keyman_fv_plains_cree	ᓀᐦᐃᔭᐍᐏᐣ (Plains Cree)	crk	Cans	Cans	144	3607	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_sahugotine_yati	Sahtúgot'ı̨nę́ Yatı̨́	scs	Latn	Latn	27	589	mobileWeb,desktopWeb,android,ios
keyman_fv_secwepemctsin	Secwepemctsín	shs	Latn	Latn	76	3072	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_sencoten	SENĆOŦEN	str	Latn	Latn	113	4390	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_severn_ojibwa	ᐊᓂᔑᓂᓂᒧᐎᐣ (Severn Ojibwa, left w-dot)	ojs	Cans	Cans	159	1475	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_severn_ojibwa_rdot	ᐊᓂᔑᓂᓂᒧᐏᐣ (Severn Ojibwa, right w-dot)	ojs	Cans	Cans	49	1033	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_sguuxs	Sgüüx̱s	tsi	Latn	Latn	30	772	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_shashishalhem	Shashishalhem	sec	Latn	Latn	71	2019	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_shihgotine_yati	Shıhgot'ı̨nę́ Yatı̨́	scs	Latn	Latn	67	595	mobileWeb,desktopWeb,android,ios
keyman_fv_skaru_re	Skarù·reʔ	tus	Latn	Latn	17	591	mobileWeb,desktopWeb,android,ios
keyman_fv_skicinuwatuwewakon	Skicinuwatuwewakon	pqm	Latn	Latn	10	580	mobileWeb,desktopWeb,android,ios
keyman_fv_skwxwumesh_snichim	Sḵwx̱wú7mesh sníchim	squ	Latn	Latn	42	1155	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_smalgyax	Sm'algya̱x	tsi	Latn	Latn	106	4179	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_southern_carrier	ᑐᑊᘁᗕᑋᗸ (Southern Carrier)	caf	Latn	Latn	49	1159	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_southern_tutchone	Southern Tutchone	tce	Latn	Latn	52	1329	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_statimcets	St̓át̓imcets	lil	Latn	Latn	82	2493	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_stlatlimxec	Sƛ̓áƛ̓imxec	lil	Latn	Latn	40	1349	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_swampy_cree	ᐃᓂᓂᒧᐎᐣ (Swampy Cree)	csw	Cans	Cans	30	1146	mobileWeb,desktopWeb,android,ios
keyman_fv_tagizi_dene	Tāgizi Dene	tgx	Latn	Latn	45	1079	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_taltan	Tāłtān	tht	Latn	Latn	40	2084	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_tlicho_yatii	Tłı̨chǫ Yatıı̀	dgr	Latn	Latn	39	1233	mobileWeb,desktopWeb,android,ios
keyman_fv_tlingit	Łingít	tli	Latn	Latn	45	1103	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_tlingityooxatangi	tlingityooxatangi	tli	Latn	Latn	15	95	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_tsekehne	Tsek’ehne	sek	Latn	Latn	51	1440	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_tsilhqotin	Tŝilhqot’in	clc	Latn	Latn	45	1175	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_tsuutina	Tsúùt'ínà	srs	Latn	Latn	45	569	mobileWeb,desktopWeb,android,ios
keyman_fv_uummarmiutun	Uummarmiutun	ikt	Latn	Latn	14	578	mobileWeb,desktopWeb,android,ios
keyman_fv_uwikala	’Wuìk̓ala	hei	Latn	Latn	41	1574	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_fv_wendat	Wendat	wya			37	579	mobileWeb,desktopWeb,android,ios
keyman_fv_wobanakiodwawogan	Wôbanakiôdwawôgan	abe	Latn	Latn	34	562	mobileWeb,desktopWeb,android,ios
keyman_fv_xaislakala	X̄aʼislak̓ala	has	Latn	Latn	92	1984	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_ga	ga	gaa	Latn	Latn	71	541	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gaahmg	Gəəmg	tbi	Latn	Latn	28	896	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_galaxie_greek_hebrew_mnemonic	Galaxie Greek/Hebrew (Mnemonic) Package	hbo,he,grc,el	Hebr	Hebr	844	15166	desktopWeb,linux,macos,windows
keyman_galaxie_greek_hebrew_positional	Galaxie Greek/Hebrew (Positional)	hbo,he,el,grc	Hebr	Hebr	83	2594	windows,macos,linux,desktopWeb,ios,android
keyman_galaxie_greek_mnemonic	Galaxie Greek (Mnemonic)	grc,el	Grek	Grek	134	3448	desktopWeb,linux,macos,windows
keyman_galaxie_greek_positional	Galaxie Greek (Phonetic)	grc,el	Grek	Grek	152	4278	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_galaxie_hebrew_mnemonic	Galaxie Hebrew (Mnemonic)	hbo,he	Hebr	Hebr	187	3401	desktopWeb,linux,macos,windows
keyman_galaxie_hebrew_positional	Galaxie Hebrew (Positional)	hbo,he	Hebr	Hebr	126	2115	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gandhari	Gandhari	sa,pgd	Deva	Deva	41	1944	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_garpsinhala	Garp Sinhala 7.2.0	si	Sinh	Sinh	934	115372	windows,macos
keyman_gautami_bangla_bengali	Gautami Bangla/Bengali	bn	Beng	Beng	66	1513	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gautami_devanagari	Gautami Devanagari	hi,sa	Deva	Deva	21	768	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gautami_inditran	Gautami Inditran	la	Latn	Latn	15	664	windows,macos,linux,desktopWeb
keyman_gautami_thamizh_tamil	Gautami Thamizh/Tamil	ta	Taml	Taml	63	1246	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_geba_karen_latn	Geba Karen (Latin)	kvq	Mymr	Mymr	41	41	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_geba_karen_mymr	Geba Karen (Myanmar)	kvq	Mymr	Mymr	38	38	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_geezbrhan	Ge'ez Berhan	am,ti,awn,sgw,byn,mym,muz,suq,guk,gez,bst,gmv,gof,dwr,har,tig	Ethi	Ethi	339	5918	linux,macos,windows
keyman_geezword_amharic	Geezword አማርኛ	am	Ethi	Ethi	139	190	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_geezword_tigrinya	GeezWord ትግርኛ	ti	Ethi	Ethi	212	719	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gensalish	GenSalishU				16	823	windows,macos
keyman_gensalishu	SalishU				43	681	windows,macos
keyman_german_enhanced	German Enhanced	de	Latn	Latn	18	203	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gff_amharic	GFF Amharic	am	Ethi	Ethi	5710	315552	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gff_amharic_classic	GFF Amharic Classic	am	Ethi	Ethi	70	3154	mobileWeb,desktopWeb,android,ios
keyman_gff_awngi_xamtanga	GFF Awngi & Xamtanga Keyboard	awn,xan,ahg	Ethi	Ethi	138	2241	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gff_blin	GFF Blin Keyboard	byn	Ethi	Ethi	129	3407	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gff_ethiopic	GFF Ethiopic	am,agj,awn,bst,byn,mdx,drs,gez,amf,har,ior,ktb,gru,kxc,mvz,ahg,sgw,sid,stv,tig,ti,xan,jnj,zwa	Ethi	Ethi	367	6761	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gff_geez	GFF Geʾez	gez	Ethi	Ethi	379	14467	desktopWeb,linux,macos,windows
keyman_gff_geez_emufi	GFF Geʾez Manuscript	gez	Ethi	Ethi	86	1158	windows,macos,linux
keyman_gff_gurage	GFF Gurage	sgw	Ethi	Ethi	105	3863	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gff_gurage_and_amharic	Gurage and Amharic Package	sgw,am	Ethi	Ethi	35	2367	windows,macos,linux,desktopWeb,ios,android
keyman_gff_gurage_legacy	GFF Legacy Gurage	sgw	Ethi	Ethi	82	3271	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gff_harari	GFF Harari (ሐረሪ)	har	Ethi	Ethi	129	2466	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gff_harege_fidelat	GFF Harege Fidelat	am,agj,awn,bst,byn,mdx,drs,gez,amf,har,ior,ktb,gru,kxc,mvz,ahg,sgw,sid,stv,tig,ti,xan,jnj,zwa	Ethi	Ethi	288	3280	mobileWeb,desktopWeb,android,ios
keyman_gff_mesobe_fidelat	GFF Mesobe Fidelat	am,agj,awn,bst,byn,mdx,drs,gez,amf,har,ior,ktb,gru,kxc,mvz,ahg,sgw,sid,stv,tig,ti,xan,jnj,zwa	Ethi	Ethi	345	3758	mobileWeb,desktopWeb,android,ios
keyman_gff_musnad	GFF Musnad (𐩣𐩯𐩬𐩵)	xsa	Sarb	Sarb	88	3787	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gff_sbs	GFF Sheek Bakrii Saphaloo	om	Latn	Latn	31	1101	windows,macos,linux
keyman_gff_tigre	GFF Tigre	tig	Ethi	Ethi	102	2459	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gff_tigrinya_eritrea	GFF Tigrinya-Eritrean	ti	Ethi	Ethi	180	11870	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gff_tigrinya_ethiopia	GFF Tigrinya-Ethiopia	ti	Ethi	Ethi	174	12295	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_ghana	Ghana	ak,ee,ada,dga,hag,nzi,xsm	Latn	Latn	228	5334	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_ghanakeyboards	Ghana Package	ak,dga,ada,ee,xsm,nzi	Latn	Latn	290	15619	windows,macos
keyman_gilaki	Gilaki	glk	Arab	Arab	35	1078	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gilaki_phonetic	Gilaki Phonetic	glk	Arab	Arab	44	730	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_glagolitic_phonetic	Glagolitic (Phonetic)	ckm,cu,sr	Latn	Latn	136	2093	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gondi_dev	Gondi (Devanagari)	esg,wsg,mrr,daq,emu,fmu,mut,gno,gon	Deva	Deva	69	4182	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gondi_gunjala	Gondi Gunjala	wsg,gon	Deva	Deva	44	1781	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gondi_gunjala_inscript	Gondi INSCRIPT (Gunjala)	wsg,gon	Deva	Deva	27	875	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_gondi_tel	Gondi Telugu	wsg	Telu	Telu	17	1133	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_grantha_inscript	Grantha - INSCRIPT	oty,sa	Gran	Gran	107	1782	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_greek polytonic sa	Greek Polytonic SA	el	Grek	Grek	131	6605	windows,macos
keyman_greek_polytonic_plus	greek_polytonic-plus	grc,el	Grek	Grek	87	777	desktopWeb,linux,macos,windows
keyman_greek_tonizo	Greek Tonizo	el	Grek	Grek	131	1627	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_greekclassical	Greek Classical	cpg,el,grc,pnt,tsd,yej	Grek	Grek	502	22301	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_grkpoly2	Greek Polytonic Unicode	el,grc,cop	Copt	Copt	275	10332	windows,desktopWeb,ios,android,macos
keyman_haida_u	Haida Unicode	hdn			25	266	windows,macos
keyman_hainam	hainam	nan	Hans	Hans	16	740	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_hakka	hakka	hak	Hans	Hans	22	714	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_hanifi_rohingya	Hanifi Rohingya	rhg	Rohg	Rohg	50	1125	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_hanunoo	Hanunoo	hnn,tl,bku,tgt,tbk,tbw	Latn	Latn	42	1149	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_hararab	Harari (Arabi harfi)	har	Ethi	Ethi	32	840	windows,macos
keyman_hararabalt	Harari (Arabi muxxi harfi)	har	Ethi	Ethi	13	693	windows,macos
keyman_harethi	Harari (Sabai harfi)	har	Ethi	Ethi	26	734	windows,macos
keyman_harethi11	Harari (Ethiopic)	har	Ethi	Ethi	28	602	desktopWeb,ios,android
keyman_harethialt	Harari (Sabai muxxi harfi)	har	Ethi	Ethi	31	953	windows,macos
keyman_haroi	Haroi	hro,vi	Latn	Latn	46	2123	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_hatran_inscript	Hatran Inscript	arc	Armi	Armi	36	632	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_hausa_ajami_qwerty	Hausa Ajami (QWERTY)	ha	Latn	Latn	28	1017	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_hausa_kano	Hausa Kano	ha	Latn	Latn	19	1317	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_hcesar	Hcesar (Portugal)	pt	Latn	Latn	39	11786	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_heidelberginputsolution	The Heidelberg Input Solution	hi,pi,sa	Latn	Latn	170	8316	windows,macos
keyman_hieroglyphic	Hieroglyphic	egy	Egyp	Egyp	483	21603	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_himyarit_musnad	Himyarit Musnad	xsa	Sarb	Sarb	77	6688	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_hindi_flick	Hindi Flick	hi	Deva	Deva	21	810	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_hindi_modular	Hindi Modular	hi,sa	Deva	Deva	62	2269	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_ho_latin	Ho Latin	hoc	Deva	Deva	10	505	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_hoisan	Hoisan	yue	Hant	Hant	43	743	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_holikachuk	Holikachuk	hoi	Latn	Latn	10	447	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_hong_kong	Hong Kong	yue	Hant	Hant	85	1096	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_horami	Horami	hac	Arab	Arab	58	564	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_ibono_chwerty	Ibọnọ Chwerty	ibn	Latn	Latn	11	142	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_idc_deseret	IDC Deseret	en,hop	Latn	Latn	65	734	desktopWeb,linux,macos,windows
keyman_idoma	Idoma	idu	Latn	Latn	102	1064	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_ife_mn	Ifè Mnemonic	ife	Latn	Latn	11	640	desktopWeb,linux,macos,windows
keyman_imperial_aramaic	Imperial Aramaic	arc,amw	Syrc	Syrc	24	654	linux,macos,windows
keyman_inddv	Indonesia Dvorak	id	Latn	Latn	17	839	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_indigenous_nt	Indigenous NT	en,fr,chp,gwi,dgr,scs,xsl,den,ikt,esi,cr	Latn	Latn	185	4701	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_indonesia	Indonesia	id	Latn	Latn	82	3584	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_indonesian_suku	Indonesian-Suku Basic	id,ms,jv,ban,su,min,ace,bjn,bug,gor,tet,btd,btx,bbc,nia,mak,sda,twu,mnx,zlm,kxd,zsm,jax,meo,kvr,xmm,mui,zmi,max,mfa	Latn	Latn	334	3511	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_inscriptional_pahlavi_phonetic	Inscriptional Pahlavi (Phonetic)	pal	Phli	Phli	35	1110	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_inscriptional_parthian_phonetic	Inscriptional Parthian (Phonetic)	xpr	Prti	Prti	11	864	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_inuktitut_4	Inuktitut/Inuvialuktun Syllabics	ikt	Latn	Latn	28	1111	windows,macos
keyman_inuktitut_latin	Qaliujaaqpait | ᖃᓕᐅᔮᖅᐸᐃᑦ	ike			37	698	mobileWeb,desktopWeb,android,ios
keyman_inuktitut_naqittaut	Qaniujaaqpait | ᖃᓂᐅᔮᖅᐸᐃᑦ	ike			33	1505	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_inuktitut_pirurvik	Kiputtijjut | ᑭᐳᑦᑎᔾᔪᑦ	ike			41	1127	mobileWeb,desktopWeb,android,ios
keyman_ipatotal	IPATotal	und	Latn	Latn	157	15171	windows,macos
keyman_iroquoian	Iroquoian Unicode	lre			10	316	windows,macos
keyman_irula_tamil_winscript	Irula Tamil WinScript	iru	Taml	Taml	23	693	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_ishkashimi_cyrillic	Ishkashimi Cyrillic	isk	Arab	Arab	28	756	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_isis	ISIS (All Indic Languages)	as,bn,gu,hi,kn,knn,ml,mr,ne,or,pi,pa,sa,ta,te	Knda	Knda	281	5248	windows,macos
keyman_isis_gujarati	ISIS (Gujarati)	gu	Gujr	Gujr	24	1052	windows,desktopWeb,macos,linux
keyman_isis_gurmukhi	ISIS (Gurmukhi)	pa,phr,pnb	Arab	Arab	49	1210	windows,desktopWeb,macos,linux
keyman_isis_kannada	ISIS (Kannada)	kn	Knda	Knda	66	1065	windows,desktopWeb,ios,android,macos
keyman_isis_malayalam	ISIS (Malayalam)	ml	Mlym	Mlym	18	1603	windows,desktopWeb,ios,android,macos
keyman_isis_oriya	ISIS (Oriya)	or	Orya	Orya	21	977	windows,desktopWeb,ios,android,macos
keyman_isis_telugu	ISIS (Telugu)	te	Telu	Telu	27	1465	windows,desktopWeb,ios,android,macos
keyman_itrans_bengali	Bengali Phonetic (ITRANS)	bn,as	Beng	Beng	71	3170	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_itrans_devanagari_hindi	Hindi Devanagari Phonetic (ITRANS)	hi,mr,sa,bho,mai,awa,bra,mag,raj,kok,gom,knn,hne,bgc,sck,sdr,ne	Deva	Deva	494	14886	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_itrans_devanagari_sanskrit_vedic	Vedic Sanskrit Devanagari Phonetic (ITRANS)	sa,hi,mr	Deva	Deva	344	12606	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_itrans_gujarati	Gujarati Phonetic (ITRANS)	gu,ae	Avst	Avst	167	6943	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_itrans_gurmukhi	Gurmukhi Phonetic (ITRANS)	pa,sd	Arab	Arab	102	2545	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_itrans_odia	Odia/Oriya Phonetic (ITRANS)	bdv,bfw,dso,gbj,gdb,hoc,jun,kff,kxv,kyw,pci,peg,sat,spv,srb,unr,xis,zrg,or	Olck	Olck	514	9304	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_itrans_roman	Indic Romanization from ITRANS	sa,hi,ta	Deva	Deva	74	3277	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_japanese	Japanese	ja	Jpan	Jpan	12	910	desktopWeb
keyman_jawa	Nulisa Aksara Jawa	id,jv,kaw,mad,sas,su,osi,tes	Bali	Bali	126	7184	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_jerriais	Jèrriais	nrf	Latn	Latn	23	593	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_jinland	jinland	cjy	Hans	Hans	43	376	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_jorai	Jorai	jra	Latn	Latn	78	3285	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_jumjum	Jumjum	jum	Latn	Latn	33	33	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_kadu_kadu	Kadu (Kadu)	zkd	Latn	Latn	39	1059	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_kaithi_inscript	Kaithi Inscript	bho,mai,tdb	Deva	Deva	40	1051	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_karakalpak_cyrillic	Karakalpak Cyrillic	kaa	Cyrl	Cyrl	88	1296	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_karakalpak_latin	Karakalpak Latin	kaa	Cyrl	Cyrl	85	2005	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_kashmiri_phonetic	Kashmiri Phonetic	ks	Arab	Arab	120	1833	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_kawi_inscript	Kawi Inscript	kaw,sa,omy,osn	Bali	Bali	52	1198	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_kayan	Kayǎn	pdu	Latn	Latn	87	2527	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_kazakh_arabic	Kazakh (Arabic)	kk	Cyrl	Cyrl	118	1050	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_kharoshthi_inscript	Kharoshthi Inscript	sa	Deva	Deva	51	913	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_khmer_advanced	Khmer Advanced	km	Khmr	Khmr	65	1206	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_khmer_angkor	Khmer Angkor	km	Khmr	Khmr	738	16200	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_khmer_ldml	khmer_ldml	km	Khmr	Khmr	60	993	linux,macos,windows
keyman_khojki_inscript	Khojki Inscript	sd	Arab	Arab	26	831	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_khudawadi_inscript	Khudawadi (Inscript)	sd	Arab	Arab	15	724	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_kirat_rai_inscript	Kirat Rai - INSCRIPT	bap	Deva	Deva	23	953	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_kirikiris	kirikiris	wic	Latn	Latn	9	67	windows,macos,linux,desktopWeb,ios,android,mobileWeb
keyman_klallam	Klallam Unicode	clm	Latn	Latn	53	1566	windows,macos
