# Source: https://ldml.api.sil.org/langtags.json (SIL langtags dataset, public domain)
# Docs: https://github.com/silnrsi/langtags/blob/master/doc/langtags.md
iso639_3	iso639_3extra	names
bky		Boki;Byoki;Nfua;Nki;Okii;Osikom;Osukam;Uki;Vaaneroki
bkz		Ikinyikiusa;Tamboeko;Tambuku;Tobuco
bla		Blackfeet;Niitsipowahsin;Pied Noir;Siksika;Siksiká
bla		Blackfeet;Niitsipowahsin;Pied Noir;Siksika;Siksiká
blb		Mbilua;Vella Lavella
blc		ItNuxalkmc;Nuxalk
bld		Atinggola-Bolango;Bolaang Uki;Bolang-Banka;Bulanga;Bulanga-Uki
ble		Alante;Balanda;Balant;Balanta-Kentohe;Balante;Ballante;Belante;Brassa;Bulanda;Fraase;Frase
blf		Apadu Vuolo;Bual;Bwool;Bwo’ol;Dia
blh		Belle;Belleh;Kowaao;Kwaa
bli		Bokoki;Bulia;Lia-Ntomba;Lolia
blj		Bolongan
blk		Black Karen;Northern Taungthu;Pa Oh;Pa'O;Pa'o Karen;Pa-O;Pa-Oh;Pa-U;Pa’O;Pa’o Karen;Taungtu
bll		Tanêksąyaa ade
blm		Behli;Beili;Beli (South Sudan);Jur Beli;’Beli;’Bëlї
bln		Coastal-Virac Bikol;Southern Catanduanes Bikol;Southern Catanduanes Bikolano;Virac;Viracnon
blo		Akpe;Baseca;Basila;Bassila;Basèda;Giseda;Gisida;Gɩsɩda
blp		Blanga;Gema;Goi
blq		Baluan-Pam;Pam-Baluan
blr		Bulang;Bulang Yu;Hkawa;Kawa;Khon Doi;Kontoi;K’ala;K’wa;Plang;Pula;Pulang;Sen Chun;Wa
blr		Bulang;Bulang Yu;Hkawa;Kawa;Khon Doi;Kontoi;K’ala;K’wa;Pangpung Plang;Plang;Pula;Pulang;Sen Chun;Wa
blr		Bulang;Bulang Yu;Hkawa;Kawa;Khon Doi;Kontoi;K’ala;K’wa;Plang;Pula;Pulang;Sen Chun;Wa
blr		Bulang;Bulang Yu;Hkawa;Kawa;Khon Doi;Kontoi;K’ala;K’wa;Plang;Pula;Pulang;Sen Chun;Wa
bls		Balaesan;Balaisang;Pajo
blt		Black Tai;Hei Dai;Jinping Dai;Tai Do;Tai Noir;Tailam;Tailon;Thai Den;Thái Den;ꞌTáy;ꞌTáy Ðăm
blt		Black Tai;Hei Dai;Jinping Dai;Tai Do;Tai Noir;Tailam;Tailon;Thai Den;Thái Den;ꞌTáy;ꞌTáy Ðăm
blt		Black Tai;Hei Dai;Jinping Dai;Tai Do;Tai Noir;Tailam;Tailon;Thai Den;Thái Den;ꞌTáy;ꞌTáy Ðăm
blv		Bolo;Ipala;Kibala-Ngoya;Kimbundu de Kwanza Sul;Ngoya;Pala;Quibala
blw		Balangao Bontoc;Balangaw;Farangao;Farangaw;Finarangao;Finarangaw;Finerangaw;Iferangaw;iFarangao;iFarangaw
blx		Ayta;Ayta Mag-Indi;Indi;Indi Ayta;Mag-Indi Ayta;Mag-Indi Sambal
bly		Boulba;Bulba;Burusa;Nootre
blz		Balanta;Kosian;Wurung Balantak
bam		Bamako;Bamana;Bamanakan;Bambara
bam		Bamako;Bamana;Bamanakan;Bambara
bam		Bamako;Bamana;Bamanakan;Bambara
bam		Bamako;Bamana;Bamanakan;Bambara
bma		
bmb		Beembe;Ebeembe;Ebembe;Ibembe;Kibembe
bmc		Bam
bmd		Baga Mandori;Baga Mandouri;Baka;Barka;Madouri;Maduri;Mandari;Mandore;Mandori;Mandouri;Manduri
bme		Bamassa;Bomasa;Bomassa
bmf	krm	Bom;Bome;Bomo;Bum
bmg		Bamwe
bmh		Bemal
bmi		Baghirmi;Bagrimma;Baguirme;Baguirmi;Barma;Lis;Lisi;Mbarma;Tar Bagrimma;Tar Barma;Ɓarma
bmj		Bot;Bote-Majhi;Pakhe-Bote;Pani-Bote
bmk		Boanai;Boanaki;Boianaki;Boinaki;Galavi
bml		Bombongo
bmm		Antavaratra;Betsimisaraka;Northern Betsimisaraka Malagasy
bmn		Bina (Papua New Guinea)
bmo		Bambalang;Bambolang;Chirambo;Cirambo;Mbaw-Yakum;Mbawyakum;Mboyakum;Tshirambo
bmp		Bulgebi
bmq		Bo;Bobo;Bobo Oule;Bobo Wule;Boomu;Boore;Boré;Mu Bomu;Mu Boomu;Western Bobo Oule;Western Bobo Wule;Western Bwamu;Western Red
bmr		Bora-Muinane;Féenemɨna’a;Féénemɨnaa;Muename;Muinana;Muinani
bms		Bilma Kanuri;Bla Bla;Kanouri;Kanoury
bmt		Biao Mien;Biao-Mian;Biaoman;Byaumon;Changping;Min Yao;Sida Min Yao
bmu		Bulum;Burum;Burum-Mindik;Mindik;Somba Siawari;Yaknge
bmv		Bom;Bûmì
bmw		Bomali;Boumoali;Bumali;Lino;Sangasanga;Sanghasangha
bmx		
bmz		
ben		Bangala;Bangali;Bangla;Bangla-Bhasa
ben		Bangala;Bangali;Bangla;Bangla-Bhasa
ben		Bangala;Bangla;Bangla-Bhasa
ben		Bangala;Bangali;Bangla;Bangla-Bhasa
ben		Bangala;Bangali;Bangla;Bangla-Bhasa
bna		
bnb		Baukan;Baukan Murut;Bookan
bnc	bkb;lbk	Bontoc;Bontoc Igorot;Bontok, Central;Central Bontoc;Kali
bnd		Banda (Indonesia)
bne		Bintaoena;Bintawoena;Bitaoena
bnf		Bonfia
bng		Boumba;Ndowe
bni		Bobangi;Bubangi;Bungi;Lobobangi
bnj		Barangan;Batangan;Binatangan;Eastern Tawbuid;Fanawbuid;Silangan bahagi Tawbuid;Suri;Tabuid;Taubuid;Tiron
bnk		Bonkovia-Yevali
bnl		Af-Boon
bnm		Bapoko;Bapuu;Batanga;Naka;Puku
bnn		Bubukun;Bunan;Bunti;Bunum;Vonun;Vunum;Vunun;Vunung
bno		Asi;Asiq;Binisaya;Bisaya
bnp		Bakovi;Bola-Bakovi;Talasea;Valupai
bnq		Banti’
bnr		Ati;Butmas-Tur;Farafi
bns		Bondili;Bundelkhandi
bnu		Bentong-Dentong;Dentong
bnv		Boneraf;Bonerif;Edwas
bnw		Bises;Yambiyambi;Yembiyembi
bnx		Bangobango;Kibangobango;Kibangubangu
bny		Bintulu
bnz		Bezen
bod		Bhotia;Bod;Bod Skad;Central Tibetan;Lhasa Tibetan;Literary Tibetan;Phoke;Pohbetian;Poke;Skad;Tebilian;Tibate;Tibetan;Wei;Weizang;Zang;Zang Wen
bod		Bhotia;Bod;Bod Skad;Central Tibetan;Lhasa Tibetan;Literary Tibetan;Phoke;Pohbetian;Poke;Skad;Tebilian;Tibate;Tibetan;Wei;Weizang;Zang;Zang Wen
bod		Bhotia;Lhasa Tibetan;Literary Tibetan;Phoke;Tibetan;Wei;Weizang;Zang
bod		Bhotia;Bod;Bod Skad;Central Tibetan;Lhasa Tibetan;Literary Tibetan;Phoke;Pohbetian;Poke;Skad;Tebilian;Tibate;Tibetan;Wei;Weizang;Zang;Zang Wen
bod		Bhotia;Lhasa Tibetan;Literary Tibetan;Phoke;Tibetan;Wei;Weizang;Zang
bod		Bhotia;Bod;Bod Skad;Central Tibetan;Lhasa Tibetan;Literary Tibetan;Phoke;Pohbetian;Poke;Skad;Tebilian;Tibate;Tibetan;Wei;Weizang;Zang;Zang Wen
bod		Bhotia;Bod;Bod Skad;Central Tibetan;Lhasa Tibetan;Literary Tibetan;Phoke;Pohbetian;Poke;Skad;Tebilian;Tibate;Tibetan;Wei;Weizang;Zang;Zang Wen
boa		Booraa;Bora-Miranya;Boro;Meamuyna;Miamunaa;Miamuna’a;Miranas;Miranha;Miranya;Miraña;Mirañã;Miriña;Mirãnha;Mirãnia;Mïamuna
bob		Af Aweera;Aweera;Bon;Ogoda;Wata-Bala
boe		Mundabli-Mufu
bof		Bo;Boka;Boon;Boron
bog		Bamako Sign Language;LSM;LaSiMa;Langue des signes bambara;Langue des signes malienne
boh		Boma Kasai;Buma;Kiboma
boi		
boj		Bogadjim;Bogajim;Bogati;Bom;Lalok
bok		Impfondo;Mbonzo
bol		Am Pìkkà;Ampika;Anika;Bolanchi;Bolanci;Bolawa;Bolewa
bom		Afango;Akuut;Baho;Berum;Birom;Cèn Bèrom;Gbang;Kibbo;Kibbun;Kibo;Kibyen;Lêm Berom;Sine
bon		Oriomo;Pine
boo		Boso;Bozo;Tiema Ciewe;Tiemacewe;Tiemacèwè Bozo;Tièma Cièwè;Tièma Cèwè;Tièmacèwè;Tié;Tiɛma Cɛwɛ
bop		
boq		Bogaia;Pogaya
bor		Boe;Boe Wadáru;Eastern Bororo
bot		Dor;Ndüü Böngö
bou		Bonde;Boondei;Kibondei
bov		Bawuli;Boviri;Bowili;Bowiri;Bowuri;Luwuli;Tuwili
bow		Bothar
box		Bobo;Bomo;Bouamou;Bwaba;Bwamu;Eastern Bobo Oule;Eastern Bobo Wule;Red Bobo
boy		Bodo (Central African Republic)
boz		Boso;Bozo-Tigemaxoo;Tie;Tiemaxo;Tieyaxo;Tigemaxo;Tigemaxoo;Tiguémakho;Tiéyakho;Tiéyaxo Bozo;Tyeyaxo;Tégué
boz		Boso;Bozo-Tigemaxoo;Tie;Tiemaxo;Tieyaxo;Tigemaxo;Tigemaxoo;Tiguémakho;Tiéyakho;Tiéyaxo Bozo;Tyeyaxo;Tégué
bpa		Baiap;Dakaka;South Ambrym
bpb		
bpc		Bembogho;Chungmboko;Mbogho;Mbyuk
bpd		
bpe	wra	Barapu;Barupu;Warapu
bpg		Armopa;Bgu;Bogu;Bongo
bph		Botlix;Buykhadi
bpi		
bpj		Babindji;Bambagani;Bambahani;BambaƔani;Binji;Bubindji;Kibindji;Kimbahani;Mbagani
bpk		'Ôrôê;Abwebwe;Boewe;Boewi;’Ôrôê
bpl		Broom Creole;Japanese Pidgin English;Koepang Talk;Malay Talk
bpm		Sasime
bpn		Ba Pai Yao;Yao Min;Yau Min;Zaomin;dzau min
bpo		Bapu
bpp	nxu	Kaure Ki;Kaure-Narau;Kaureh;Kaureki;Kaurne
bpq		Banda Malay
bpr		Baraan;Bilanes;Biraan;Blaan;Koronadal Bilaan;Koronadal Blaan;Koronadal B’laan;Tagalagad
bps		Balud;Bilaan;Blaan;Sarangani Bilaan;Sarangani Blaan;Tumanao
bpt		
bpu		
bpv		Bian;Bian Marind;Boven-Mbian;Malind Deg;Northwest Marind
bpw		Bo (Papua New Guinea);Po;Sorimi
bpx		Bareli;Pali;Palodi;Palya Bareli
bpy		Bishnupria;Bishnupria Manipuri;Bishnupriya;Bishnupriya Manipuri;Bisna Puriya
bpz		Belubaa;Bilbaa;Eastern Rote;Rote;Rote Timur;Roti;Rotinese
bqa		Bassa;Bassen;Chombulon;Chounbouloun;Cobecha;Gbassin;Tchombolo;Tchumbulu;Tshummbuli
bqb		Suaseso
bqc		Boko (Benin);Bokonya;Boo;Bòó;Bo’o
bqd		
bqf		Baga
bqf		Baga
bqg		Bago;Bagó;Koussountou;Kusuńtú
bqh		Bai Ma;Pe;To Pu
bqi		Bakhtiari;Lori;Lori-Bakhtiāri;Lori-ye Khaveri;Luri
bqj		Banjaal;Banjal;Eegima;Eegimaa;Endungo;Gubanjalay;Gújjolaay Eegimaa;Jóola Banjal
bqk		Banda of Mbrès;Banda-Mbre
bql		Bilakura
bqm		Bamboko;Bambuku;Bomboko;Bumboko;Mboko;Womboko;Wumbuko
bqn		BGSL;Balgarski žestomimičen ezik;BŽE
bqo		
bqp		Bariba;Bisayã;Boussa;Busa;Busa-Bisã;Busano;Bussanchi;Bussawa
bqq		Aliki;Ati;Biri
bqr		Berusuh;Bulusu
bqs		Bosman;Bosngun
bqt		Achab a Maŋkɔ̧;Bamenkombit;Bamenkoumbit;Bamoukoumbit;Bamukumbit;Bamunkum;Bamunkumbit;Mangkong;Maŋkɔ̧.
bqu		Buguru;Guru;Kinsong;Kogoro;Koguru
bqv		Agere;Begbere-Ejar;Koro Agwe;Koro Makama
bqw		Buru (Nigeria)
bqx		Abaangi;Baabga;Baganci;Bangawa;Bangi;Cibaangi;Vu-Baangi
bqy		Bengkala Sign Language;Benkala Sign Language
bqz		Central Mbo;Ehob Mkaa;Mkaaʾ
bre		Brezhoneg
bre		Brezhoneg
bra		Bijbhasha;Braj;Braj Bhakha;Bri;Brij Bhasha;Briju;Bruj;Daihaati Zabaan;Dehaati Zabaan
brb		Braou;Brau;Brou;Lave;Laveh;Love;Prao;Preon;Proav;Proon;Proue;Prov;Rawae;Rawe
brb		Braou;Brau;Brou;Lave;Laveh;Love;Prao;Preon;Proav;Proon;Proue;Prov;Rawae;Rawe
brb		Braou;Brau;Brou;Lave;Laveh;Love;Prao;Preon;Proav;Proon;Proue;Prov;Rawae;Rawe
brc		Berbice Creole Dutch
brd		Balkura;Baraamu;Baramo;Baramu;Brahmu
brf		Bera;Kibira;Plains Bira;Sese;Sumbura;WaBira
brg		Chiquimiti;Maure
brh		Barahui;Birahui;Biravi;Brahudi;Brahuidi;Brahuigi;Brahuiki;Kur Galli;Kurd Gali
brh		Birahui;Brahuidi;Brahuigi;Kur Galli
bri		Bakpwe;Bakueri;Bakwedi;Bakwele;Bakweri;Bakwiri;Bekwiri;Kpe;Kwedi;Kweli;Kwili;Kwiri;Mokpe;Mòkpè;Vakpe va Lelu;Vakpe va Mbenge;Wojuwa
brj		Bieri;Vovo;Wowo
brk		Birgid;Birguid;Birkit;Birqed;Kajjara;Murgi
brl		Sotho
brm		Abarambo;Amiangba;Amiangbwa;Balambu;Barambo;Duga
brn		Boruka;Borunca;Bronca;Brunca;Brunka;Burunca
bro		Brokskad;Jokay
bro		Brokskad;Jokay
brp		Baropasi;Siromi
brq		Bnyoqko;Iski;Mbñioŋko
brr		Mbirao
brs		Ende
brt		Asha;Njwande;Yukutare
bru		Baru;Brou;Bru;Bru Tri;Bru Van Kieu;Brôu;Brũ;B’ru;Eastern Bru;Quang Tri Bru;Van Kieu
bru		Baru;Brou;Bru;Bru Tri;Bru Van Kieu;Brôu;Brũ;B’ru;Eastern Bru;Quang Tri Bru;Van Kieu
bru		Baru;Brou;Bru;Bru Tri;Bru Van Kieu;Brôu;Brũ;B’ru;Eastern Bru;Quang Tri Bru;Van Kieu
brv		Baru;Bru;Bruu;B’ru;Western Bru
brv		Baru;Bru;Bru Dong Luang;Bruu;B’ru
brv		Baru;Bru;Bru Khong Chiem;Bruu;B’ru
brv		Baru;Bru;Bru Sakon Nakhorn;Bruu;B’ru
brw		
brw		
brx		Bara;Bodi;Bodo;Bodo (India);Boroni;Kachari;Mache;Mech;Meche;Mechi;Meci
brx		Bara;Bodi;Bodo;Bodo (India);Boroni;Kachari;Mache;Mech;Meche;Mechi;Meci
brx		Bara;Bodi;Bodo;Bodo (India);Boroni;Kachari;Mache;Mech;Meche;Mechi;Meci
bry		
brz		Bel;Bilibil
bos		Serbo-Croatian
bos		Serbo-Croatian
bos		Serbo-Croatian
bos		Serbo-Croatian
bsa		Avinomen;Foja;Foya
bsb		Basaya;Bekiau;Besaya;Bisaia;Bisaya;Bisaya Bukit;Bisayah;Brunei Bisaya;Dusun;Jilama Bawang;Jilama Sungai;Lorang Bukit;Southern Bisaya;Tutong;Visayak
bsc		Ayan;Basari;Bassari;Bassari-Tanda;Biyan;Oneyan;Onian;Onëyan;Tenda Basari;Wo
bse		Babessi;Chɔʼ Wuɔshikə;Pesii;Sii;Vesi
bsf		Bauci;Baushi;Kushi
bsg		Bashaka
bsh		Bashgali;Kata viri;Kati;Kativiri;Katı;Kâtʹa-vari;Nuristani;Shekhaniwar
bsi		Asobse;Basosi;Basossi;Ngen;Nsose;Nswase;Nswose;Sosi;Swose
bsj		Bangjinge;Bangunje;Bangunji
bsk		Biltum;Brooshaaski;Brushaski;Burucaki;Burucaski;Burushaki;Burushashki;Burushaski Hunza;Burushki;Mishāski;Miśa:ski
bsk		Biltum;Brooshaaski;Brushaski;Burucaki;Burucaski;Burushaki;Burushashki;Burushaski Hunza;Burushki;Mishāski;Miśa:ski
bsl		Basa;Basa Kuta;Basa-Kaduna;Bassa-Kaduna;Bassa-Kuta;Gwadara Basa
bsm		
bsn		Banera yae;Barasano;Barasano del Sur;Jãnerã-Eduria Oca
bso		Bousso;Busso;Dam de Bousso
bsp		Baka;Rio Pongo Baga;Sitemuú;Stem Baga;Tchitem
bsq		Ɓǎsɔ́ɔ̀
bsq		Ɓǎsɔ́ɔ̀
bsr		
bss		Akose;Akosi;Akɔɔse;Akɔ́ɔ̄sē;Bafaramani;Bakosi;Bakossi;Bekoose;Koose;Kosi;Kosse;Kossi;Manenguba;Ngoe;Nkoosi;Nkosi
bst		
bst		
bsu		Bahoe-soeaai;Bahonsoewaai
bsv		Baga;Baga Kakissa;Baka;Barka;Sobane;Sobané;Temne
bsv		Baga;Baga Kakissa;Baka;Barka;Sobane;Sobané;Temne
bsw		
bsw		
bsx		Bashar;Basharawa;Bashiri;Yankam
bsy		Basaya;Besaya;Bisaia;Bisayah;Jilama Bawang;Jilama Sungai;Sabah Bisaya
bta		Batta;Bete;Birsa;Bwaara;Bwaatye;Bwatiye;Demsa Bata;Dii;Dunu;Eastern Bwatiye;Gboati;Gbwata;Gbwate;Gwate;Magbwati;Magbwatiye;Magbwatá
btb		
btc		Bati (Cameroon);Bati Ba Ngong;Bati de Brousse
btd		Pakpak Dairi
btd		Pakpak Dairi
bte		
btf		Bergit;Berguid;Birgid
btg		Bhete;Bhete Gbo;Bhete of Gagnoa;Eastern Bété;Gagnoa Bété;Gagnoua-Bété;Shyen
bth		Biatah;Biatah Bidayuh;Bideyu;Bikuab;Kuap;Landu;Lundu;Menyu dayak;Pueh;Quop;Sentah;Siburan
bti		
btj		Bacan;Bacanese Malay;Batjan
btm		Batta;Mandailing Batak
btn		Aradigi;Datagnon;Lactan;Latagnun;Latan
bto		Bicol-Rinconada;Bikol-Rinconada;Iriga Bicolano;Rinconada;Rinconada Bicolano;Rinconada Bikol;Riŋkonāda
btp		Nada
btq		Bateg;Bateq;Batok;Kleb;Nong;Tomo
btr		
bts		Sahap Simalungun;Simelungan;Timur
bts		Sahap Simalungun;Simelungan;Timur
btt		Bette-Bendi;Dama
btu		
btv		Batera Kohistani;Baterawal;Baterawal Kohistani;Bateri Kohistani;Bhaṭʹe-sa zʹib
btv		Batera Kohistani;Baterawal;Baterawal Kohistani;Bateri Kohistani;Bhaṭʹe-sa zʹib
btw		Binutwanon
btx		Karo Batak;cakap Karo;kalak Karo
btx		Karo Batak;cakap Karo;kalak Karo
bty		Ahtiago;Atiahu;Bobat;Hatumeten;Ntau;Werinama
btz		Alas-Kluet Batak
bua	bxr	Buriat, Russia;Buriat-Mongolian;Buryat;Northern Mongolian
bub		Boa;Boua;Bwa;’Ba
buc		Antalaotra;Kibosy Kiantalaotsy-Majunga;Kibuki;Kibushi;Sakalava;Shibushi
bud		Baasaar sooŋyi;Basar;Basare;Basari;Bassar;Bassari;Ncam;Ncam sooŋyi;Ncham;Tobote
bud		Baasaar sooŋyi;Basar;Basare;Basari;Bassar;Bassari;Ncam;Ncam sooŋyi;Ncham;Tobote
bue		Beothukan
buf		Bakuba;Bamongo;Bukuba;Bushona;Bushong;Bushonga;Bushongo;Busoong;Ganga;Kuba;Mbale;Mongo;Shongo
bug		Basa Ugi;Boegineesche;Boeginezen;Bugi;Buginese;De’;Rappang Buginese;To Ugi
bug		Basa Ugi;Boegineesche;Boeginezen;Bugi;Buginese;De’;Rappang Buginese;To Ugi
buh		Pu No;Punu;Younuo;Younuo Bunu;Yuno;Yunuo
bui		Bokiba;Bongiri;Bonguili;Bungili;Bungiri
buj		Koromba
buk		Bukaua;Bukawa;Bukawac;Kawa;Kawac;Yom Gawac
bum		Boulou;Bulu (Cameroon)
bun		Amampa;Mampa;Mampwa;Shiba;Southern Bullom
buo		Buin;Kugara;Puuiŋ;Telei
bup		Bosoa
buq		Barem;Bububun;Bunabun;Bunubun
bus		Bariba;Busa-Bokobaru;Bussanchi;Bussawa;Zogben;Zogbeya;Zogbme;Zugweya
but		
buu		Bodo;Ebudu;Kibudu;Ɨbʉdhʉ
buu		Bodo;Budu - Bafwa;Ebudu;Kibudu;Ɨbʉdhʉ
buu		Bodo;Budu - Ineta;Ebudu;Kibudu;Ɨbʉdhʉ
buu		Bodo;Budu - Koya;Ebudu;Kibudu;Ɨbʉdhʉ
buv		
buw		Bhubhi;Eviia;Gevove;Ghevove;Ibhubhi;Ibubi;Pove;Vove
bux		Bogghom;Boghorom;Bohom;Bokiyim;Borrom;Burma;Burom;Burrum;Burum;Burumawa
buy		Bolom;Bulem;Bullin;Bullun;Mandenyi;Mandingi;Mani;Mmani;Northern Bullom
buz		
bva		Barayin;Baraïn
bvb		Adeeyah;Adija;Bobe;Boobe;Boombe;Bubi;Böbë;Ediya;Fernandian
bvc		Mbaelelea
bvd		Baegu;Mbaenggu
bve		Berau;Berau Malay;Merau Malay
bvf		Bwara;Damraw
bvg		Bongken;Bonkeng-Pendia;Bonkeng-Penja;Bonkenge
bvh		Bubure
bvi		Belanda;Belanda Viri;Biri;Bviri;Gamba;Gumba;Mbegumba;Mvegumba;Viri;Vï̃rï
bvj		Baan-Ogoi;Goi;Ogoi
bvk		
bvl		
bvm		Bamunka;Bamunkun;Mbika;Mekoh;Muka;Munka;Ndop-Bamunka;Niemeng;Ŋgieməkɔʼkə
bvn		
bvo		Bolgo nii;Bólɡònî
bvp		Manzhang Dai
bvq		Biri;Bviri;Viri
bvr		Anbarra;Barera;Bawera;Burada;Bureda;Burera;Gidjingaliya Gujingalia;Gu-jingarliya;Gujalabiya;Gun-Guragone;Jikai;Tchikai
bvt		Bati (Indonesia);Gah
bvu		Bukat;Bukit;Bukit Malay;Meratus
bvv		Abane;Avani;Ayane;Banibo;Baniva Yavitero
bvw		Boka
bvx		Babole;Southern Bomitaba
bvy		Leyte;Utudnon
bvz		Baudi;Baudji;Baudzi;Bauri
bwa		
bwb		Namosi-Naitaasiri-Seerua
bwc		
bwd		Bwaidoga;Bwainiu
bwe		Baghi;Bghai;Bghai Karen;Blimaw;Bwe;Bwe Karen;Dareh;Manaw
bwe		Baghi;Bghai;Bghai Karen;Blimaw;Bwe;Bwe Karen;Dareh;Manaw
bwf		Bosalewa;Bosilewa;Lagota;Mwani’u
bwg		Balke;ChiBarwe;Chirue;Cibalke;Rue
bwh		Biyam;Furu
bwi		Baniba;Banibo;Baniua do Içana;Baniva;Baniwa do Içana;Dakenei;Issana;Kohoroxitari;Maniba;Wakuenai;Walimanai
bwj		Buamu Laa;Buamu Laa Laa;Buamu-laa;Bwamu Laa;Kàdenbà;Làa làa Bũamu;Láá Láá Bwamu;Yere
bwk		Bawaki
bwl		Buela;Doko;Lingi
bwm		Munduguma;Mundugumor;Mundukumo
bwn		Hm Nai;Ngnai;Punu;Wunai;Wunai Bunu
bwo		Borna (Ethiopia);Boro (Ethiopia)
bwo		Borna (Ethiopia);Boro (Ethiopia)
bwp		Dumut;Kambon;Mandobbo;Nub
bwq		Black Bobo;Bobo;Bobo Fi;Bobo Fing;Boboda;Southern Bobo Madaré
bwr		Babir;Babur;Barburr;Bourrah;Bura;Burra;Huve;Huviya;Kwojeffa;Mya Bura;Pabir
bws		Boba
bwt		Ngoe
bwu		Builsa;Buli (Ghana);Bulisa;Bulsa;Guresha;Kanjaga
bww		Boa;Boua;Bua;Kibua;Kibwa;Libenge;Libua;Libwali;Ɓoa;ɓʉwa
bwx		Bu-Nao Bunu;Bunao;Bunu;Po-Nau;Pu Nu;Punu
bwy		Bwamu Twĩ;Coo;Cwi;Cwi Bwamu;Twi
bwz		Ibwisi;Mbwisi
bxa		Bwauro;Tairaha
bxb		De Bor;Di Bor
bxc		Balengue;Molendji
bxd		Bela;Bola;Bula;Pala;Pola;Polo
bxe		
bxf		Bilur;Birar
bxg		Ngala
bxh		Bohutu;Buhulu;Buhutu alinadi;Siasiada;Yaleba
bxi		Biladaba;Pirladapa
bxj		Baijungu;Baiong;Baiung;Bajungu;Biong;Giong;Mulgarnoo;Pajungu;Payungu
bxl		Blé;Dyala;Dyalanu;Jalkuna
bxm		Buriat-Mongolian;Burraad;Buryat;Mongolia Buriat;Mongolian Buriat;Northern Mongolian
bxm		Buriat-Mongolian;Burraad;Buryat;Mongolia Buriat;Mongolian Buriat;Northern Mongolian
bxm		Buriat-Mongolian;Burraad;Buryat;Mongolia Buriat;Mongolian Buriat;Northern Mongolian
bxn		Boordoona;Budina;Budoona;Buduna;Pinneegooroo;Poodena;Poordoona;Purduma;Purduna
bxo		
bxp		Bobilis;Gbigbil
bxq		Beelawa;Bele;Bellawa;Àbéélé;Àɓéelé;Ɓeele
bxs		
bxu		Bargu Buriat;Ba’erhu-Buliyate;Buriat-Mongolian;Buryat;China Buriat;Northeastern Mongolian;Northern Mongolian
bxu		Bargu Buriat;Ba’erhu-Buliyate;Buriat-Mongolian;Buryat;China Buriat;Northeastern Mongolian;Northern Mongolian
bxu		Bargu Buriat;Ba’erhu-Buliyate;Buriat-Mongolian;Buryat;China Buriat;Northeastern Mongolian;Northern Mongolian
bxv		Babalia;Bubalia
bxw		Banka;Bankagoma;Bankagoroma;Bankaje;Samogho
bxz		Binahari-Neme
bya		Babuyan;Palawan Batak;Tinitianes
byb		Furu
byc		
byd		Balantian;Balantiang;Benyadu';Njadu;Nyadu
bye		Bouye
byf		
byg		Baigo;Bego;Beigo;Beko;Beygo;Béogé
byh		Bujal;Bujhel;Bujheli;Bujhyal;Pukhgyal Ngur;Western Chepang
byi		Bujwe;Buyi;Kibuyu
byj		Abin;Bin;Bina (Nigeria);Binawa;Bogana;Ibin;Tibin
byk		Gang Bau;Kang Bau;Kang Beu;Kang Pau;Kangpau
byl		Benanu;Bese;Kofoyap
bym		Bidyara;Bithara;Bitjara
byn		Balen;Belen;Beleni;Bilayn;Bilein;Bilene;Bileno;Bilin;Blin;Bogo;Bogos;North Agaw
byn		Balen;Belen;Beleni;Bilayn;Bilein;Bilene;Bileno;Bilin;Blin;Bogo;Bogos;North Agaw
byo		Bio;Biyue;Piyo
byp		
byq		Basai;Basay-Trobiawan;Kawanuwan;Ketangalan;Sprache von Formosa
byr		Barua;Baruya;Yɨꞌmayagaala
bys		Buurak;Shongom;nyuwa Ɓuurak;nyuwǎ Ɓúúrák;Ɓuurak
byt		
byv		Bagangte;Bamileke-Medumba;Bangangte;Mejimba
byw		Athpagari;Athpahariya;Athpare;Athpariya;Belhare
byx		Baining;Kakat;Makakat;Maqaqet
byz		Banar;Banara;Banaro
bza		Bande;Bandí;Gbande;Gbandi;Gbunde
bzb		Andio’o;Imbao’o;Masama
bzc		Antatsimo;Betsimisaraka;Southern Betsimisaraka Malagasy
bzd		Talamanca
bze		Boso;Bozo-Jenaama;Bozo-djenama;Corogaama;Corogama;Djenaama;Jenaama;Jenaama Bozo;Jenama;Jɛnaama;Nononke;Sarkanci;Sarkawa;Sorko;Sorogaama;Sorogama;Sorogoye
bze		Boso;Bozo-Jenaama;Bozo-djenama;Corogaama;Corogama;Djenaama;Jenaama;Jenaama Bozo;Jenama;Jɛnaama;Nononke;Sarkanci;Sarkawa;Sorko;Sorogaama;Sorogama;Sorogoye
bzf		Boiken;Nucum;Yangoru;Yengoru
bzg		Babusa;Favorlang;Favorlang-Babuza;Favorlangsch;Jaborlang;Poavosa;Sprache von Formosa
bzh		Buang;Mapos Buang;Veriinġ;Veriinġ Ayej
bzi		Lawa;Lua;Mbisu;Mibisu
bzj		Belize Kriol English;Bileez Kriol;Kriol;Miskito Coast English Creole;Western Caribbean Creole
bzk		Creole;Mískito Coast English Creole;Nicaragua Creole English
bzl		Boan-diks;Boano (Sulawesi);Bolano
bzm		
bzn		Boano;Boano (Maluku);Buano
bzo		Budzaba;Buzaba
bzp		Arandai;Barau;Kalitami;Wariagar
bzq		Buli (Indonesia)
