# Source: https://ldml.api.sil.org/langtags.json (SIL langtags dataset, public domain)
# Docs: https://github.com/silnrsi/langtags/blob/master/doc/langtags.md
iso639_3	iso639_3extra	names
tkr		Caxur;C’aiχna miz;Sakhur;Saxur dili;Tsakhna Miz;Tsakhury;Tsaxur;Ts‘əxna miz;Ts’axna Miz;Ts’axna miz;Ts’axurskii yazyk;Yedna Miz;Yikbi;Yiksum;Yiqny Miz;Yiqsum;Yıqbışda miz;cʼäxna miz
tks		Southern Tati;Takistani;Tati
tkt		Kathariya;Kathoriya Tharu;Khatima Tharu;Tharu
tku		Totonaca;Totonaco;Totonaco del río Necaxa;Totonaco xalac Patla;Upper Necaxa Totonac
tkv		Pano
tkw		Buma;Puma
tkx		
tkz		Langya;Quang Tin Katu
tgl		Wikang Tagalog
tgl		Wikang Tagalog
tgl		Wikang Tagalog
tgl		Wikang Tagalog
tgl		Wikang Tagalog
tla		Southwestern Tepehuan;Tepehuán del Suroeste
tlb		
tlc		Laakanaachiwíin;Misantla Totonac;Yecuatla Totonac
tld		Talaur;Talaut;Talodda
tlf		Kibluno;Teleefool;Telefolmin;Telefomin
tlg		Tefanma;Tofamna
tlh		tlhIngan Hol
tlh		tlhIngan Hol
tli		Inland Tlingit;Kolosch;Kolosh;Lingít;Thlinget;Tlinkit;Łingít
tli		Inland Tlingit;Kolosch;Kolosh;Lingít;Thlinget;Tlinkit;Łingít
tlj		Bwisi;Bwissi;Kitalinga;Lubwisi;Lubwissi;Mawissi;Olubwisi;Talinga;Talinge
tlk		Taaloki;Talloki;Taluki
tll		Kikitatela;Kitetela;Otetela;Sungu;Ɔtɛtɛla
tlm		Big Bay;Marina;Tolomako-Jereviu
tln		Talondo Kondo;Talondo'
tlo		Ajomang;Gajomang;Jomang
tlp		Filomena Mata-Coahuitlán Totonac;Liisantutumínku;Santo Domingo Totonac;Totonaco Central Alto;Totonaco central del norte;Totonaco de Filomena Mata-Coahuitlán;Tutunáku
tlq		Aw-aak;Bulang-Su;Doi;Khabe;Kon Doi;Kon Loi;Lao Doi;Loi;Mong Lue;Monglwe;Tai Doi;Tai-Loi;Tailoi;Wakut
tlr		Talisi;Tolo
tls		
tlt		Silen;Taluti;Tehoru;Teluti;Tihoru;Wolu
tlu		Northeast Ambon;Sou Amana Teru
tlv		Taliabo
tlx		Levei-Drehet;Levei-Ndrehet
tly		Talesh;Taleshi;Talish;Talishi;Talyshi;Tolish;Tolışə zıvon
tly		Talesh;Taleshi;Talish;Talishi;Talyshi;Tolish;Tolışə zıvon
tly		Talesh;Taleshi;Talish;Talishi;Talyshi;Tolish;Tolışə zıvon
tma		Miisiirii;Tama (Chad);Tamok;Tamongobo;Tamot
tmb		Katbol;Navava;Taremp;Tembimbe-Katbol;Tisvel;Vava
tmc		Bə̀g ɗə təmàgə́ə̀n;Dije;Sara Toumak;Toumak;Tumac;Tumag;Tummok
tmd		Harway;Taman;Waibuk;Wiyau;Wiyaw;Wovan
tme		Taramembé;Teremembé
tmf		Cabanatit;Enenlhet;Enenxet;Machicui;Quilyilhrayrom;Toba of Paraguay;Toba-Enenlhet
tmg		Portugis;Ternatenyo
tmh	ttq	Amazigh;Azbinawa;Bugaje;Buzu;Tahoua;Tahoua Tamajeq;Tajag;Tamachek;Tamajaq;Tamajaq, Tawallammat;Tamajeq;Tamashekin;Tamasheq;Tewellemet;Tomacheck;Touareg;Tourage;Tuareg;Təmajəq
tmh	ttq	Amazigh;Azbinawa;Bugaje;Buzu;Tahoua;Tahoua Tamajeq;Tajag;Tamachek;Tamajaq;Tamajaq, Tawallammat;Tamajeq;Tamashekin;Tamasheq;Tewellemet;Tomacheck;Touareg;Tourage;Tuareg;Təmajəq
tmh	ttq	Amazigh;Azbinawa;Bugaje;Buzu;Tahoua;Tahoua Tamajeq;Tajag;Tamachek;Tamajaq;Tamajaq, Tawallammat;Tamajeq;Tamashekin;Tamasheq;Tewellemet;Tomacheck;Touareg;Tourage;Tuareg;Təmajəq
tmi		Leotatuva;Tutuba
tmj		Karfasia;Samarkena;Tamaja;Tamaya
tml		Asmat Darat;Kau Adakam;Tamnim;Tamnim Citak
tmm		Tai Man Thanh;Thanh;Táy Thanh
tmn		Dayak Taman;Taman (Indonesia);Taman Dayak
tmo		
tmq		
tmr		Babylonian Talmudic Aramaic;Jewish Babylonian Aramaic (ca. 200-1200 CE)
tmr		Babylonian Talmudic Aramaic;Jewish Babylonian Aramaic (ca. 200-1200 CE)
tms		Domurik;Lomorik;Lomuriki;Tamanik;Yibwa
tmt		Goa;Merioa;Tasmate;’Oa
tmu		Iaw;Urundi;Ururi;Yau;Yav ba
tmv		Litembo;Motembo;Tembo (Motembo)
tmw		Benua;Niap
tmy		
tmz		Tamanaco;Tamañkú
tsn		Bechuana;Beetjuans;Chuana;Chwana;Coana;Cuana;Sechuana;Secoana;Secwana;Tshwana;Tsiwaha;Tswana
tsn		Bechuana;Beetjuans;Chuana;Chwana;Coana;Cuana;Sechuana;Secoana;Secwana;Tshwana;Tsiwaha;Tswana
tna		Eshama;Takana;Tupamasa
tnb		Aguas Blancas;U’wa;Western Tunebo
tnc		Letuama;Letuhama;Ohañara;Opaina;Retuama;Retuarã;Tanimboka;Tanimuca-Retuarã;Uairã;Ufaina;Wejeñememaja;Wejeñememaja oka
tnd		Angosturas Tunebo;Uw Cuwa
tng		Gabri;Gabri-Nord;Gabri-North;Northern Gabri
tnh		Banara;Miani South;Tani;Wagimuda
tni		
tnk		Nafe;Ncfe;Neninafe;Nxnincfe;Nəfe;Nɨfe;Nɨninɨfe;South Tanna;Southeast Tanna
tnl		Lenakel;Nakaraan taha Lenakel;Nakharan taha Lénakel;Netfar;Netuvar;Netwaar;Netwar;Nɨtuar;Tanna;West Tanna
tnm		Jakari;Tabi;Tanah Merah;Tanahmerah;Tepera
tnn		Naka;North Tanna;Not Tana;Nən-naka;Nɨnakə
tno		Toromona
tnp		Napuanmen;Narak;Whitsands
tnq		Taino
tnr		Bande;Basari du Bandemba;Bedik;Budik;Manik;Münik;Onik;Tandanke;Tenda;Tendanke
tns		Tench
tnt		Pakewa;Tompakewa;Tountemboan
tnu		Tai Kang;Tay Chieng;Tay Khang
tnv		Tanchangya;Tonchonga
tnv		Tanchangya;Tonchonga
tnw		Tombatu;Toundanow
tnx		Tetau;Tetawo
tny		Kitongwe;Sitōngwe
tnz		Maniq;Mos;Mos Tean-ean;Tean-ean;Ten'edn;Ten’en;Tonga;Tonga-Mos
ton		Faka Tonga;Tonga;Tonga (Tonga Islands)
tob		Chaco Sur;Emok-Lik;Namqom;Qom;Qom l’aqtac;Qom-Lik;Qoml’ek;Takshika;Toba Qom;Toba Sur
toc		Coyutla Totonac;Totonaco;Totonaco Central del Sur;Totonaco de Coyutla;Tutunakú
tod		Toa;Toale;Toali;Tooma
tof		Gizra;Toga
tog		Chitonga;Kitonga;Siska;Sisya;Tonga (Nyasa);Western Nyasa
toh		Bitonga;Gitonga;Guitonga;Inhambane;Shengwe;Tonga-Inhambane;guiTonga
toi		Batonga;Chitonga;Plateau Tonga;Tonga (Zambia);Zambezi;iciTonga
toi		Batonga;Chitonga;Plateau Tonga;Tonga (Zambia);Zambezi;iciTonga
toj		Chañabal;Comiteco;Tojol-ab’al
tok		
tol		Smith River
tom		Minahasa;Minhasa;Tombalu;Tombula;Tombulu’;Toumbulu
too		Apapantilla Totonac;Northern Totonac;Tachihuin;Tachiwiin;Totonaca;Totonaco;Totonaco Central del Norte;Totonaco de Villa Juárez;Totonaco del Norte;Totonako;Xicotepec De Juárez Totonac;Xicotepec Totonac
top		Lichiwin Tutunaku;Lowland Totonaca;Papantla Totonac;Totonaco;Totonaco de Papantla;Totonaco de la Costa;Tutunakú
toq		Akara;Kare;Kumi;Taposa;Topotha;ŋatoposa
tor		Togbo-Vara Banda
tos		Highland Totonac;Sierra Totonac;Totonaco;Totonaco Central Alto;Totonaco Central del Sur;Totonaco de la Sierra;Tutunakú
tou		Cuoi;Cuoi Cham;Ho Muong Meridional;Keo
tov		Upper Taromi
tow		Hemish;Jemez Towa;Towa
tox		Hatohobei;Ramari Hatohobei;Tobi
toy		
toz		
tpa		
tpc		Azoyú Me'phaa;Azoyú Tlapanec;Me’phaa;Mè’phàà;Mè’pháà Tsìndíì;Tlapaneco de Azoyú;Tlapaneco del Sur
tpe		Hill Tippera;Tipperah;Tippurah;Tipra;Tipura;Triperah;Tripura
tpe		Hill Tippera;Tipperah;Tippurah;Tipra;Tipura;Triperah;Tripura
tpf		Sufrai;Tarfia
tpg		Kola;Lamtoka;Lantoka;Tanglapui
tpi		Melanesian English;Neomelanesian;New Guinea Pidgin English;Pidgin;Pisin
tpi		Melanesian English;Neomelanesian;New Guinea Pidgin English;Pidgin;Pisin
tpj		Guaraní Ñandeva;Guasurango;Guasurangue;Nandeva;Tapiete;Tapieté;Tirumbae;Yanaigua;Ñanagua
tpk		Margaya;Tupinaki;Tupinikim;Tupiniquim;Tupiniquin;Tupiniquín
tpl		Me’phaa;Me’phaa de Tlacoapa;Meꞌpa̱a̱ Wíꞌi̱i̱n;Mi’phaa;Tlacoapa Me'phaa;Tlacoapa Tlapanec;Tlapaneco;Tlapaneco de Tlacoapa;Tlapaneco del Centro
tpm		Tampele;Tamplima;Tampole;Tampolem;Tampolense;Tamprusi
tpn		Abáñeenga;Brasílico;Classical Tupí;Língua Brasílica;Old Tupí;Tupi Antigo;Tupí;Ñeendyba
tpw		
tpo	thc	Hàng Tong;Tai Hang Tong;Tai Paw;Thai Muong;Tày Muòng
tpp		Lhichiwin;North Tepehua;Pisaflores Tepehua
tpq		Nesang;Nyam-Kad;Nyam-kat;Nyamkad;Tukpa
tpr		
tpt		Lhiimaasipijni;Lhimasipijni;Liimaasipijni;Tlachichilco Tepehua;West Tepehua
tpu		Campuon;Proon;Proons;Tamphuan;Tampuen;Tampuon;Tompuonn;Tumpuon
tpv		Northern Carolinian;Talaabog;Talaabwogh
tpx		Acatepec Me'phaa;Acatepec Tlapanec;Me’pa;Me’pa Wí’ìn;Me’phaa;Me’pàà Wí’ììn;Meꞌpa̱a̱ Wíꞌi̱i̱n;Tlapaneco de Acatepec;Tlapaneco del Suroeste;Western Tlapanec
tpy		
tpz		Timputs;Vasui;Vasuii;Wasoi
tqb		Tenetehara;Timbé;Turiwara
tql		Teqel
tqm		
tqn		Celilo;Columbia River Sahaptin;Umatilla-Tenino;Warm Springs
tqo		East Elema;Motumotu
tqp		Tomoive;Tomoyp;Tumie;Tumuip
tqq		Af-Tunni
tqr		
tqt		Kintachiuinkan;Ozumatlán Totonac;Totonaco Norte de Huauchinango;Totonaco de Ozomatlán;Western Totonac;Xinolatépetl Totonac;Xinulajgsípij Totonaco
tqu		Baniata;Banyata;Lokuru;Mbaniata
tqw		
tur		Anatolian;Istanbul Turkish;Osmanli;Turki;Turkmen;Turkoman;Türkisch;Türkçe
tur		Anatolian;Istanbul Turkish;Osmanli;Turki;Turkmen;Turkoman;Türkisch;Türkçe
tur		Anatolian;Istanbul Turkish;Osmanli;Turki;Turkmen;Turkoman;Türkisch;Türkçe
tur		Osmanli;Turki;Türkçe
tur		Anatolian;Istanbul Turkish;Osmanli;Turki;Turkmen;Turkoman;Türkisch;Türkçe
tra		
trb		Terepu;Turubu;Turupu
trc		Copala Trique;Copala Triqui;Copala-Trique;Trike;Trique;Triqui Bajo;Triqui de San Juan Copala;Xnaꞌánj nu̱ꞌ
trd		
tre		East Tarangan;East Trangan;Tarangan Timur
trf		Trinidadian Creole English
trg		Galihalu;Iranian Azerbaijan Jewish Neo-Aramaic;Lakhlokhi;Lakhlókh;Lishanid Nash Didán;Lishanán;Lishán Didán
trh		
tri		Tarona;Tarëno;Tarëno ijomi;Tiriyó;Tirió;Yawi
trj		Torom;Torum
trl		Scottish Cant;Scottish Traveller Cant
trm		Katar Gambir;Trigami
trn		Mojeño;Mojeño Trinitario;Mojo;Mojos;Moxeño;Moxo;Moxos
tro		Tarao;Tarao Naga;Taraotrong;Tarau
trp		Debbarma;Hill Tippera;Kakbarak;Kohkborohk;Kokbarak;Kokborok;Tipura;Tripura;Tripuri;Usipi Mrung
trp		Debbarma;Hill Tippera;Kakbarak;Kohkborohk;Kokbarak;Kokborok;Tipura;Tripura;Tripuri;Usipi Mrung
trq		San Martín Itunyoso Trique;San Martín Itunyoso Triqui;Triqui Alto;Triqui de San Martín Itunyoso;snáhánj nìh
trr		Pinche;Pinchi
trs		Chicahuaxtla Trique;Chicahuaxtla Triqui;Nânj Nï̀nꞌïn;Trike;Trique;Triqui Alto;Triqui de San Andrés Chicahuaxtla
trt		Tarunggare;Turunggare
tru		Surayt;Suryoyo;Syryoyo;Süryani;Turani;Western Neo-Syriac;Ṭūr ‘Abdinian Aramaic
tru		Surayt;Suryoyo;Syryoyo;Süryani;Turani;Western Neo-Syriac;Ṭūr ‘Abdinian Aramaic
trv		Bu-Hwan;Che-Hwan;Daiya-Ataiyal;Hogo;Iboho;Saediq;Sazek;Sedek;Sedeq;Sediakk;Sedik;Seedakka;Seedek;Seedeq;Seedik;Seediq;Sejiq;Shedekka;Taroko;Taruku;Toda;Toroko
trw		Kohistani;Torwalak;Torwalik;Turvali
trx		Tringgus-Sembaan Bidayuh;Tringus
try		Tai Turung;Tailung;Tairong
trz		Tora;Toraz;Torerizes;Toré;Tura;Turá
tso		Changana;Gwamba;Shangaan;Shangana;Shangani;Shitsonga;Thonga;Tonga;Vatsonga;Xichangana;Xitsonga
tso		Changana;Gwamba;Shangaan;Shangana;Shangani;Shitsonga;Thonga;Tonga;Vatsonga;Xichangana;Xitsonga
tsa		Batsangui;Icaangi;Icaangui;Itsaangi;Itsangi;Itsengi;Tcengui;Tchangui;Tsangi;Tsengi
tsb		
tsc		Kitshwa;Sheetshwa;Shitshwa;Tshwa;Xitshwa;Xitswa
tsd		Laconian;Tsakonia;Tsakonika
tse		
tsg		Bahasa Sūg;Joloano;Joloano Sulu;Jolohano;Moro;Moro Joloano;Pamung Sug;Sinug;Sinug Tausug;Sinūg;Sooloo;Sug;Sulu;Suluk;Taosug;Tausog;Taw Sug
tsg		Bahasa Sūg;Joloano;Joloano Sulu;Jolohano;Moro;Moro Joloano;Pamung Sug;Sinug;Sinug Tausug;Sinūg;Sooloo;Sug;Sulu;Suluk;Taosug;Tausog;Taw Sug
tsh		Motsuvan;Tchede;Telaki;Teleki;Terki;Tsuvan
tsi		Chimmezyan;Maritime Tsimshianic;Sm’algyax;Tsimpshean;Tsimshean;Zimshian
tsj		Canglo Monba;Cangluo Menba;Cangluo Monba;Central Monpa;Dirang;Memba;Menba;Monba;Monpa;Motuo;Motuo Menba;Sangla;Sarchapkkha;Shachobiikha;Shachopkha;Sharchagpakha;Sharchhokpa;Sharchhop;Sharchokpa-lo;Sharchopkha;Tsangla;Tsangla Monba;Tsanglo;Tschanglo;Tshalingpa
tsk		Tsuku;Tzuku
tsl		Lao;Ts'ün-Lao
tsm		TID;Türk İşaret Dili;TİD
tsp		Northern Toussian;Tusia;Tusian;Tusya;Tusyang
tsq		MSTSL;Modern Standard Thai Sign Language;TSL;ThSL
tsr		Tasiriki
tss		Taiwan Shouyu;Taiwan Ziran Shouyu
tst		Songway Kiini;TSK
tsu		Cou;Namakaban;Niitaka;Tibola;Tibolah;Tibolak;Tibolal;Tso;Tsoo;Tsu-U;Tsu-Wo;Tsuou;Tzo
tsv		Getsogo;Ghetsogo;Mitsogo
tsw		Ashingini;Cishingini;Kambari;Kamberchi;Kamberri;Salka
tsx		Mubami Ta;Ta
tsy		
tsz		Eastern Lake Purepecha;Phorhépecha;Porhé;Purépecha de la Zona Lacustre;P’orhe;P’orhepecha;P’orhépecha;P’urhe;P’urhepecha;P’urhépecha
tat		Tartar;Tata’er
tat		Tartar
tat		Tartar;Tata’er
tta		Saponi;Tutelo-Saponi
ttb		Gãã;Tiba;Tәbaya
ttc		Ba’aj;B’a’aj;K’onti’l;Maya-Tekiteko;Qyool;Teco;Tectitec;Tectiteco;Tectitán Mam;Tectitán Mame;Tujqyol
ttd		Goilala;Tauata
tte		Tubetube
ttf		Bonek;Otomb;Ponek;Tuo-tang tuotomb;Tuotom;Tuotomp
ttg		Tutung
tth		Kantua;Katang;T-Oy;Ta Hoi;Ta-Oi;Ta-Oy;Ta-oiq;Tau Oi;Ta’oiq;Toi-Oi;Tà-Oi;Upper Ta'oih
tti		Enggros;Humboldt Jotafa;Jayapura;Jotafa;Tobwadic;Yautefa;Yotafa
ttj		Orutoro;Rutooro;Rutoro;Toro
ttk		
ttl		Echitotela
ttm		Northern Tutchone;Selkirk;Tutchone du Nord
ttn		Towe
tto		Lower Ta'oih;Tong
ttp		Baria;Belala;Mbelala
ttr		
tts		Esarn;Isaan;Issan;Northeastern Thai;Thai Isaan
ttt		Muslim Tat;Mussulman Tati;Musulman Tats;Tati
ttt		Muslim Tat;Mussulman Tati
ttt		Muslim Tat;Mussulman Tati;Musulman Tats;Tati
ttu		Rorovana;Torauai
ttv		Manus;Moanus;M’bunai;Tito
ttw		Tutoh Kenya;Tutoh Kenyah
tty		Aikwakai;Araikurioko;Ati;Sikari;Tori;Tori Aikwakai
ttz		Tsumba;Tsumge;Tsumke
tua		Imandi;Mandi
tub		Pahkaanil;Pahka’anil;Pakaanil;Pakanapul
tuc		Saveeng;Sisi;Tuam;Tuam-Mutu;Tuom
tuc		Mutu - Saveeng-Oov;Saveeng;Sisi;Tuam;Tuam-Mutu;Tuom
tuc		Mutu - Saveeng-Tuam;Saveeng;Sisi;Tuam;Tuam-Mutu;Tuom
tud		Payacú;Rodela;Todela;Tusha;Tushá
tue		Borá-Tuyuka;Docapúaraye;Dochkafuara;Doka-Poara;Dokapuara;Doxká-Poárá;Tejuca;Tuiuca;Tuyuka;Utapinõmakãphõná
tuf		Central Tunebo;Cobaría Tunebo;Lache;Tunebo;Uw Cuwa;Uwa-Tunebo;U’wa
tug		Tounia;Tun;Tunya
tuh		Taulil
tui		Dema;Honya;Mata;Ndoore;Ndore;Tongoyna;Toubouri;Toupouri;Tpuri;Tuburi;Wina;jäāk Tpür;jäāk Tüpür;jäāk Tüpürï
tuj		O Totobeloho;Tobelo Boeng;Togutil
tul		KiTule;Kotule;Kutule;Kɪtʊlɛ;Ture;Yi Kɪtʊlɛ;yii Ki̱tule
tum		Chitumbuka;Citumbuka;Tamboka;Tambuka;Tew;Timbuka;Tombucas;Tumboka
tun		Luhchi Yoroni;Tonica;Yuron
tuo		Betaya;Betoya;Betoye;Dachsea;Dahseyé;Dasea;Dasea ye;Daxsea;Takuna;Tukana;Tukano;Tukána;Ye’pãmasa
tuq		Tebou;Tebu;Teda;Teda-Daza;Tibbu;Toda;Todaga;Todga;Toubou;Tubu;Tuda;Tudaga
tus		Ska:rù:rę’;Skarohreh
tuu		Lower Rogue River
tuv		Buma;Bume;Ng’aturkana;Turkwana
tux		Tuchinaua;Tushinawa;Tutxinawa;Tuxinaua;Tuxinawa
tuy		Tukēn
tuz		Curama;Cuurammã;Cuuramã;Tchourama;Tourka;Turuka;Tyurama
tva		Tavola;Tavula;Vagua
tvd	kxe	Abadi;Avadi;Evadi;Ibeto;Kamberi;TsuVaɗi;Tsuvaɗi;Vadi
tve		Bahasa Teon;Te'un;Teun
tvi		Tulanci;Tulawa;Tule
tvk		Southeast Ambrym;Vatlongos
tvl		Ellice;Ellicean;Te ’gana Tūvalu;Tuvalu
tvm		Masbuar-Tela;Tela’a
tvn		Dawai;Dawe;Dawei;Tavoya;Tawe-Tavoy
tvo		
tvs		Dabida;Kitaveta;Kitubeta;Kitubheta;Tubeta
tvt		Totcha;Tutsa;Tutsa Naga
tvu	baz	Banen;Banend;Nen;Penin;Penyin
tvw		Baria;Tawaelia;Tawailia;Tawelia;Topobaria
tvx		Taivuan;Tevorang;Tevorangh
tvy		Bidau Creole Portuguese;Portuguese Timor;Português de Bidau;Timor Creole Portuguese;Timor Pidgin;Timor pidgin
twa		Skokomish;Ti’tuwaduqut’sid;Tuwa’duqx
twb		Batangan Taubuid;Fanawbuid;Kanlurang bahagi Tawbuid;Occidental Tawbuid;Taubuid;Western Taubuid;Western Tawbuid
twc		
twd		Twente
twe		Tewa;Tewa (Indonesia)
twf		Northern Tiwa;Tigua;Tiwa
twg		
twh		Bai Dai;Tai Blanc;Tai Jinping;Tai Kao;Tai Khao;Tai Lai;Thái Tráng;Táy Khao;Tãy Ðón;White Tai
twh		Bai Dai;Tai Blanc;Tai Jinping;Tai Kao;Tai Khao;Tai Lai;Thái Tráng;Táy Khao;Tãy Ðón;White Tai
twl		Tauara;Tavara;Tawala
twm		Brahmi;Buruomiba;Cona Monba;Cuona Menba;Cuona Monpa;Dakpa;Dwags;Menba;Menpa;Moinba;Momba;Mompa;Monba;Monba, Cuona;Monkit;Monpa;Northern Monpa;Pramipa;Takpa;Tawan Monba;Tawang Monpa
twm	tkk	Brahmi;Buruomiba;Cona Monba;Cuona Menba;Cuona Monpa;Dakpa;Dwags;Menba;Menpa;Moinba;Momba;Mompa;Monba;Monba, Cuona;Monkit;Monpa;Northern Monpa;Pramipa;Takpa;Tawan Monba;Tawang Monpa
twm		Brahmi;Buruomiba;Cona Monba;Cuona Menba;Cuona Monpa;Dakpa;Dwags;Menba;Menpa;Moinba;Momba;Mompa;Monba;Monba, Cuona;Monkit;Monpa;Northern Monpa;Pramipa;Takpa;Tawan Monba;Tawang Monpa
twn		Cambap
two		Setswapong
twp		Ede;Londru
twq		Ingalkoyyu’;Ingelshi;Tassawaq
twr		Southwestern Tarahumara;Tarahumara del Suroeste;Tubare
twt		Turiguara;Turiuara;Turiwara
twu		Central Rote;Pa’da;Rote;Rote Tengah;Roti;Rotinese
tww		
twx		Chitewe;Chiute;Ciute;Teve;Utee;Vateve;Wateve
twy		Tabojan;Tabojan Tongka;Taboyan;Tabuyan;Tawoyan Dayak;Tewoyan
txa		Lobu;Paitan;Sungai;Sungei;Tambanua;Tambanuo;Tambanuva;Tambanwas;Tambenua;Tambunwas;Tangar nu Tombonuo;Tembenua;Tombonuva;Tombonuwo;Tumbunwha;Tunbumohas
txb		
txb		
txc		Jits’aawit;Wetalh;Wetaŀ
txe		Gage;Tolitoli;Tontoli;Totolri
txg		
txh		
txi		Chicao;Tonore;Tunuli;Txicão;Txikân;Txikão
txj		Old Kanembu
txm		Mouton;Moutong;Tiadje;Tialo
txn		Rau Jarjar;Tarangan Barat;West Tarangan;West Trangan
txo		
txo		
txo		
txq		Rote;Rote Barat;Roti;Rotinese;Thie;Ti;Western Rote
txr		
txs		Tonsea’
txt		Asmat Darat;Cicak;Kau Adagum;Kau Atakum;Kaunak;Tjitak;Tjitjak
txu		Cayapo;Kokraimoro;Mebêngokrê;Mẽbêngôkre kabẽn;Put Karot
txx		Dusun Tatana;Gia Tatana;Kadazan Tatana;Tatanaq;Tatana’
txy		Anatanosy;Tanosy Malagasy;Tanôsy
tah		Reo Tahiti
tya		Foʔu;Foʔu Po;Inafosa
tye		Canga;Cenka;Changa;Kenga;Kyangawa;Kyanggana;Kyangganya;Kyenga;Kã;Tienga;Tyanga;Tyenga
tyh		Haat;Hat;O Du;O'du;Oedou;Ơ Đu;’Iduh
tyi		Getsaayi;Tsaayi;Tsaya;Tsaye;Tsayi;West Teke
tyj	tmp	Jò;Tai Do;Tai Maen;Tai Men;Tai Mene;Tai Muong;Tai Mène;Tay Quy Chau;Tay Yo;Tay-Jo;Thai Muong;Thái Do;Tày Dọ’
tyj		Jò;Tai Do;Tai Maen;Tai Men;Tai Mene;Tai Muong;Tai Mène;Tay Quy Chau;Tay Yo;Tay-Jo;Thai Muong;Thái Do;Tày Dọ’
tyl		
tyn		Komboy
typ		Awu Laya;Awu-Alaya;Coo-coo-warra;Gugu Dhayban;Gugu Thaypan;Koko Laia;Kokowara;Kuku-Thaypan;Laya;Wu-Laya
tyr		Daeng;Deng;Laeng;Leng;Lèng;Red Tai;Red Thai;Tai Deng;Tai Laeng;Tai Leng;Tai Rouge;Tay Deng;Tay Leng;Thai Dang;Thai Do;Thái Đỏ;Đanh
tys		Tai Sa Pa
tyt		White Tay
tyt		White Tay
tyu		Cua;Tyhua;Tyua
tyv		Diba;Kizhi;Kök Mungak;Soyod;Soyon;Soyot;Tannu-Tuva;Tofa;Tokha;Tuba;Tuva;Tuva-Uriankhai;Tuvia;Tuvin;Tuvinian;Tuwa;Tuwa-Uriankhai;Tyvan;Uriankhai;Uriankhai-Monchak;Uryankhai;Uryankhai-Monchak
tyx		Etyee;Etyeghe;Kwe;Tee;Teke du sud-ouest;Tyee;West Teke;Ɛtyɛɛ
tyy		Ayaa;Boi;Boyawa;Kaye;Tiya;Ya
tyz		Ngan;Phen;Tai Tho;Thu Lao;T’o
tza		LAT;Lugha ya Alama ya Tanzania
tzh		Bats’il k’op;Batz’il K’op;Cancuc;Chanal;Highland Tzeltal;Oxchuc Tzeltal;Tenango;Tenejapa;Tenejapa Tzeltal;Tseltal
tzh		Bats’il k’op;Batz’il K’op;Cancuc;Chanal;Highland Tzeltal;Oxchuc Tzeltal;Tenango;Tenejapa;Tenejapa Tzeltal;Tseltal
tzh		Bats’il k’op;Batz’il K’op;Cancuc;Chanal;Highland Tzeltal;Oxchuc Tzeltal;Tenango;Tenejapa;Tenejapa Tzeltal;Tseltal
tzh		Bats’il k’op;Batz’il K’op;Cancuc;Chanal;Highland Tzeltal;Oxchuc Tzeltal;Tenango;Tenejapa;Tenejapa Tzeltal;Tseltal
tzh		Bats’il k’op;Batz’il K’op;Cancuc;Chanal;Highland Tzeltal;Oxchuc Tzeltal;Tenango;Tenejapa;Tenejapa Tzeltal;Tseltal
tzh		Bats’il k’op;Batz’il K’op;Cancuc;Chanal;Highland Tzeltal;Oxchuc Tzeltal;Tenango;Tenejapa;Tenejapa Tzeltal;Tseltal
tzh		Bats’il k’op;Batz’il K’op;Cancuc;Chanal;Highland Tzeltal;Oxchuc Tzeltal;Tenango;Tenejapa;Tenejapa Tzeltal;Tseltal
tzj		Eastern Tzutujil;Santiago Atitlán Tzutujil;Tz'utujil;Tzutuhil;Tzutujil;Tzutujil Oriental
tzj		Eastern Tzutujil;Santiago Atitlán Tzutujil;Tz'utujil - Western;Tzutuhil;Tzutujil;Tzutujil Oriental
tzl		
tzm		Central Atlas Tamazight;Central Shilha;Middle Atlas Berber;Moroccan Amazigh;Shilha;Tachelhit;Tamazight;Tmazight;Tmaziɣt
tzm		Central Atlas Tamazight;Central Shilha;Middle Atlas Berber;Moroccan Amazigh;Shilha;Tachelhit;Tamazight;Tmazight;Tmaziɣt
tzm		Central Atlas Tamazight;Central Shilha;Middle Atlas Berber;Moroccan Amazigh;Shilha;Tachelhit;Tamazight;Tmazight;Tmaziɣt
tzn		Mahuan;Tutunohan
tzo		Bats’i c’op;Bats’i k’op;Tsotsil
tzo		Bats’i c’op;Bats’i k’op;Tsotsil
tzo		Bats’i c’op;Bats’i k’op;Tsotsil
tzo		Bats’i c’op;Bats’i k’op;Tsotsil;Tzotzil - Huixtan
tzo		Bats’i c’op;Bats’i k’op;Tsotsil;Tzotzil - San Andres
tzo		Bats’i c’op;Bats’i k’op;Tsotsil
tzo		Bats’i c’op;Bats’i k’op;Tsotsil;Tzotzil - Zinacantan
tzx		Ambonwari;Tabriak
uam		Aticum;Atikum;Huamuê;Wamoé
uan		Guan;Tai Guan;Tai Khouan;Tai Kouane;Tai Kuan;Tai Kwan
uar		Kerema;Tairuma’a;Uaripi
uba		Ùbâŋ
ubi		Oubi;Ubu
ubl		Bikol Buhi;Bikol-Boînën;Boie’nen;Boînan;Boînën;Buhi;Buhi'non Bikol;Buhi-non;Buhi’non
ubr		Kubiri;Ubiri
